Order_ID,Order_Number,Customer_ID,Employee_ID,Shipping_Method_ID,Order_Date,Total_Amount,Order_Status,Is_Active
7055,ORD007055,3300,67,5,2026-06-27,17072.01,Processing,1
7056,ORD007056,1358,9,5,2025-08-28,125281.65,Pending,1
7057,ORD007057,842,48,5,2025-11-24,54081.56,Delivered,1
7058,ORD007058,2996,3,5,2025-08-05,165701.16,Processing,1
7059,ORD007059,915,44,3,2025-10-07,119270.16,Delivered,1
7060,ORD007060,1306,68,1,2026-01-12,69558.97,Delivered,1
7061,ORD007061,4015,10,3,2026-01-03,183945.18,Processing,1
7062,ORD007062,4377,58,3,2025-09-03,97010.29000000001,Processing,1
7063,ORD007063,8,56,3,2025-12-21,8955.39,Shipped,1
7064,ORD007064,4015,40,4,2025-09-27,854549.37,Processing,1
7065,ORD007065,1508,6,1,2026-02-28,53493.36,Pending,1
7066,ORD007066,1165,66,4,2025-09-03,260223.75,Delivered,1
7067,ORD007067,693,7,3,2025-08-11,188397.25999999998,Pending,1
7068,ORD007068,307,44,4,2026-03-19,86235.76,Pending,1
7069,ORD007069,4586,80,5,2026-06-28,161778.3,Pending,1
7070,ORD007070,2374,36,5,2025-12-07,199373.11000000002,Shipped,1
7071,ORD007071,27,55,3,2026-04-25,235454.91999999998,Shipped,1
7072,ORD007072,3628,44,1,2026-04-02,110282.9,Shipped,1
7073,ORD007073,3697,60,4,2026-05-31,331370.13,Shipped,1
7074,ORD007074,4694,69,1,2025-07-23,508439.95,Processing,1
7075,ORD007075,1754,79,2,2025-11-29,247918.6,Pending,1
7076,ORD007076,4691,41,1,2025-09-06,697390.39,Processing,1
7077,ORD007077,1108,29,1,2025-07-15,42969.42,Delivered,1
7078,ORD007078,2251,41,1,2025-08-18,151020.97,Pending,1
7079,ORD007079,1282,60,1,2026-02-14,47096.8,Shipped,1
7080,ORD007080,4907,80,3,2025-08-03,41010.32,Shipped,1
7081,ORD007081,4671,45,1,2025-12-07,85499.37,Shipped,1
7082,ORD007082,1868,53,2,2026-01-09,233126.44,Delivered,1
7083,ORD007083,2320,42,4,2026-05-21,51268.130000000005,Processing,1
7084,ORD007084,4923,73,4,2025-11-01,402609.45,Shipped,1
7085,ORD007085,1409,27,3,2026-02-02,427190.48,Pending,1
7086,ORD007086,3776,16,2,2025-07-24,99140.99,Delivered,1
7087,ORD007087,310,10,1,2025-10-10,416119.81,Pending,1
7088,ORD007088,504,89,2,2025-10-31,526568.14,Shipped,1
7089,ORD007089,2796,82,5,2025-08-08,228745.03999999998,Shipped,1
7090,ORD007090,2018,83,1,2025-07-30,178413.7,Processing,1
7091,ORD007091,2749,31,2,2025-12-13,589844.5900000001,Pending,1
7092,ORD007092,2036,82,4,2025-08-19,63064.4,Processing,1
7093,ORD007093,1387,97,3,2025-08-07,72170.22,Pending,1
7094,ORD007094,4444,66,5,2025-08-09,61929.97,Processing,1
7095,ORD007095,3401,97,3,2026-02-05,152609.11,Delivered,1
7096,ORD007096,4703,83,5,2025-08-04,342000.94000000006,Delivered,1
7097,ORD007097,1340,5,5,2025-10-20,416990.16000000003,Pending,1
7098,ORD007098,977,37,5,2025-08-11,268062.8,Delivered,1
7099,ORD007099,4301,52,2,2025-09-05,240118.3,Processing,1
7100,ORD007100,4174,82,4,2025-11-12,116964.35,Pending,1
7101,ORD007101,4324,23,3,2026-07-07,19637.7,Processing,1
7102,ORD007102,514,25,1,2025-11-14,170087.75,Shipped,1
7103,ORD007103,2236,77,4,2025-12-08,83801.51999999999,Processing,1
7104,ORD007104,3571,76,2,2026-06-01,507215.35,Shipped,1
7105,ORD007105,1315,89,4,2025-09-21,285785.92,Pending,1
7106,ORD007106,4715,73,2,2026-03-11,226806.81,Shipped,1
7107,ORD007107,2444,60,4,2025-12-20,88252.58,Processing,1
7108,ORD007108,4735,72,2,2025-11-29,549722.36,Pending,1
7109,ORD007109,4989,37,3,2026-04-26,19565.77,Shipped,1
7110,ORD007110,4328,24,5,2026-05-20,101784.78,Processing,1
7111,ORD007111,1525,18,2,2025-10-21,331558.02999999997,Processing,1
7112,ORD007112,3510,71,1,2025-10-01,299001.42,Shipped,1
7113,ORD007113,3309,8,5,2026-02-19,24084.760000000002,Delivered,1
7114,ORD007114,1741,54,2,2026-01-03,408058.67000000004,Delivered,1
7115,ORD007115,2083,60,3,2026-04-24,46332.0,Shipped,1
7116,ORD007116,4567,16,4,2026-05-08,35836.3,Shipped,1
7117,ORD007117,1463,17,4,2025-09-05,841125.1699999999,Processing,1
7118,ORD007118,3745,18,2,2025-11-09,539350.73,Processing,1
7119,ORD007119,2898,83,1,2025-11-07,183040.24,Pending,1
7120,ORD007120,2930,28,3,2026-04-23,42735.27,Processing,1
7121,ORD007121,3132,66,3,2025-09-30,20606.2,Shipped,1
7122,ORD007122,1693,89,5,2025-09-17,341511.01,Processing,1
7123,ORD007123,4597,83,3,2026-01-24,160640.81,Processing,1
7124,ORD007124,1421,5,3,2026-05-12,941609.5399999999,Delivered,1
7125,ORD007125,1976,33,3,2025-11-01,83150.3,Pending,1
7126,ORD007126,1930,89,3,2026-02-07,82637.27,Processing,1
7127,ORD007127,4629,15,2,2025-09-20,421909.81,Delivered,1
7128,ORD007128,574,31,1,2025-11-11,246344.57,Pending,1
7129,ORD007129,2811,66,5,2025-07-20,243770.95,Shipped,1
7130,ORD007130,2237,57,4,2026-07-04,8150.77,Delivered,1
7131,ORD007131,3530,96,1,2025-12-09,48760.86,Shipped,1
7132,ORD007132,4015,70,2,2026-05-10,258512.40000000002,Pending,1
7133,ORD007133,2239,79,5,2025-10-23,107352.62,Shipped,1
7134,ORD007134,4363,6,5,2026-03-07,15632.59,Delivered,1
7135,ORD007135,45,98,4,2025-09-07,206455.04,Processing,1
7136,ORD007136,3054,31,5,2026-01-01,40973.03,Shipped,1
7137,ORD007137,1365,62,2,2025-10-11,61749.799999999996,Delivered,1
7138,ORD007138,3218,93,3,2026-06-09,321225.01999999996,Processing,1
7139,ORD007139,3391,22,5,2025-08-16,116957.35999999999,Delivered,1
7140,ORD007140,381,90,2,2026-01-10,143840.74,Delivered,1
7141,ORD007141,3729,46,3,2026-06-10,273572.75,Shipped,1
7142,ORD007142,3226,44,1,2025-09-12,213213.96,Pending,1
7143,ORD007143,2602,5,3,2025-11-03,36655.18,Processing,1
7144,ORD007144,2262,20,5,2025-08-16,989801.94,Delivered,1
7145,ORD007145,548,22,5,2026-04-24,237783.01,Shipped,1
7146,ORD007146,270,94,2,2025-07-15,496426.26,Delivered,1
7147,ORD007147,1048,35,3,2025-11-20,107547.27,Pending,1
7148,ORD007148,927,2,5,2025-07-14,130615.62,Pending,1
7149,ORD007149,3300,15,4,2025-07-29,29269.75,Delivered,1
7150,ORD007150,96,34,5,2025-11-23,165464.51,Processing,1
7151,ORD007151,3060,38,5,2025-10-28,149223.01,Pending,1
7152,ORD007152,1063,61,2,2026-01-09,74274.75,Delivered,1
7153,ORD007153,3533,99,3,2026-06-24,359601.85,Processing,1
7154,ORD007154,1685,12,2,2026-02-01,50157.93,Processing,1
7155,ORD007155,2787,97,1,2026-01-30,579678.2,Processing,1
7156,ORD007156,1375,79,3,2025-11-18,287067.01,Pending,1
7157,ORD007157,4291,84,2,2026-05-09,169065.68,Pending,1
7158,ORD007158,3251,75,2,2025-12-07,322008.88,Delivered,1
7159,ORD007159,2275,68,1,2026-01-31,185981.97999999998,Shipped,1
7160,ORD007160,875,85,4,2026-04-26,138760.63,Shipped,1
7161,ORD007161,4362,76,2,2025-08-26,400458.92,Pending,1
7162,ORD007162,2928,7,4,2025-11-16,14245.45,Processing,1
7163,ORD007163,510,13,1,2025-07-14,185265.55,Processing,1
7164,ORD007164,4060,55,4,2026-06-02,71514.69,Delivered,1
7165,ORD007165,3983,42,2,2025-12-25,62043.47,Processing,1
7166,ORD007166,125,29,2,2025-08-03,63822.060000000005,Processing,1
7167,ORD007167,4859,47,2,2026-06-25,106780.9,Processing,1
7168,ORD007168,39,29,3,2025-12-06,4814.22,Pending,1
7169,ORD007169,2832,35,2,2026-04-07,314854.16,Shipped,1
7170,ORD007170,1498,72,5,2025-08-09,82156.92,Delivered,1
7171,ORD007171,4488,28,2,2026-01-15,339471.10000000003,Shipped,1
7172,ORD007172,1410,37,4,2025-12-29,242539.47999999998,Shipped,1
7173,ORD007173,4590,53,4,2026-02-04,110820.24,Processing,1
7174,ORD007174,1585,71,4,2026-04-21,58600.16,Pending,1
7175,ORD007175,2563,84,3,2026-01-26,953398.84,Shipped,1
7176,ORD007176,3236,34,4,2025-10-09,420775.85000000003,Delivered,1
7177,ORD007177,2628,22,2,2026-03-04,64895.16,Shipped,1
7178,ORD007178,271,82,1,2026-06-27,35620.2,Delivered,1
7179,ORD007179,1013,48,3,2025-09-30,121160.95,Pending,1
7180,ORD007180,2558,53,3,2025-12-26,381592.57,Pending,1
7181,ORD007181,4232,6,1,2025-10-27,247218.09999999998,Pending,1
7182,ORD007182,3830,4,4,2025-11-07,302979.61,Delivered,1
7183,ORD007183,2014,58,3,2025-11-19,39622.26,Pending,1
7184,ORD007184,944,74,5,2026-07-10,111950.04000000001,Shipped,1
7185,ORD007185,2927,43,3,2026-07-12,332827.58,Pending,1
7186,ORD007186,1538,94,5,2026-01-21,318225.89,Processing,1
7187,ORD007187,86,33,3,2026-06-18,12157.72,Processing,1
7188,ORD007188,4540,90,2,2026-02-20,157879.15,Pending,1
7189,ORD007189,2521,10,2,2026-02-01,245562.72999999998,Pending,1
7190,ORD007190,1288,40,4,2025-08-30,80196.37,Shipped,1
7191,ORD007191,3938,32,5,2026-06-16,51140.19,Shipped,1
7192,ORD007192,2557,19,1,2025-12-01,261475.11,Processing,1
7193,ORD007193,3572,97,4,2025-09-17,432321.33,Processing,1
7194,ORD007194,3225,57,2,2025-12-08,35147.68,Processing,1
7195,ORD007195,556,66,3,2025-10-27,15868.94,Processing,1
7196,ORD007196,2947,83,1,2025-10-10,58006.84,Shipped,1
7197,ORD007197,4277,24,4,2025-10-18,397191.13,Processing,1
7198,ORD007198,1607,78,3,2026-02-18,746730.3300000001,Pending,1
7199,ORD007199,234,66,4,2025-09-02,231690.63999999998,Shipped,1
7200,ORD007200,3540,37,3,2025-12-22,103973.84000000001,Processing,1
7201,ORD007201,4654,54,1,2026-03-08,527657.5700000001,Pending,1
7202,ORD007202,3137,58,4,2025-12-05,2281.5,Processing,1
7203,ORD007203,1243,71,3,2025-08-01,354461.14,Pending,1
7204,ORD007204,1638,95,5,2026-04-23,407480.28,Processing,1
7205,ORD007205,2853,85,1,2026-01-14,167508.61,Processing,1
7206,ORD007206,2030,52,4,2026-03-04,75902.56,Processing,1
7207,ORD007207,931,5,5,2026-06-19,268692.82,Shipped,1
7208,ORD007208,696,57,5,2025-11-17,304250.18000000005,Processing,1
7209,ORD007209,4085,8,1,2025-11-02,715442.76,Pending,1
7210,ORD007210,1781,55,5,2025-12-27,366772.82999999996,Processing,1
7211,ORD007211,4661,71,5,2026-01-21,113591.51000000001,Delivered,1
7212,ORD007212,4375,36,5,2026-01-25,256927.35,Pending,1
7213,ORD007213,3786,62,4,2025-09-29,85063.78,Pending,1
7214,ORD007214,815,92,1,2026-05-10,104523.93,Delivered,1
7215,ORD007215,4112,65,1,2025-10-13,9469.56,Processing,1
7216,ORD007216,870,42,2,2026-04-15,301460.04,Delivered,1
7217,ORD007217,4448,45,1,2026-06-14,224021.25,Delivered,1
7218,ORD007218,2863,98,4,2025-08-29,565505.4199999999,Pending,1
7219,ORD007219,3118,37,2,2025-07-15,448599.25,Pending,1
7220,ORD007220,4307,99,1,2026-04-06,98181.07,Processing,1
7221,ORD007221,3882,6,4,2025-11-03,113544.59999999999,Pending,1
7222,ORD007222,4681,98,5,2026-02-18,172019.26,Delivered,1
7223,ORD007223,374,46,2,2026-03-06,114261.84,Shipped,1
7224,ORD007224,310,75,3,2026-04-23,171973.12,Delivered,1
7225,ORD007225,838,90,3,2026-04-23,195600.5,Shipped,1
7226,ORD007226,1419,50,4,2026-02-09,471197.91000000003,Shipped,1
7227,ORD007227,1409,14,5,2026-04-22,194956.65000000002,Processing,1
7228,ORD007228,2450,75,5,2026-06-27,58780.3,Shipped,1
7229,ORD007229,936,49,5,2026-04-24,127124.70999999999,Delivered,1
7230,ORD007230,2892,27,2,2026-04-19,134888.1,Delivered,1
7231,ORD007231,3974,79,1,2026-06-28,244365.47,Shipped,1
7232,ORD007232,4187,90,3,2026-03-17,35417.76,Pending,1
7233,ORD007233,2925,98,5,2026-04-10,160956.22,Processing,1
7234,ORD007234,418,96,1,2026-01-03,414830.39,Pending,1
7235,ORD007235,4174,92,3,2025-12-26,282912.15,Processing,1
7236,ORD007236,4967,17,5,2025-11-09,222683.01,Delivered,1
7237,ORD007237,961,43,2,2025-10-18,151374.05,Processing,1
7238,ORD007238,722,61,3,2025-12-21,142130.97,Processing,1
7239,ORD007239,2345,100,4,2025-10-27,325537.67,Pending,1
7240,ORD007240,3733,90,5,2026-03-09,136719.2,Delivered,1
7241,ORD007241,69,48,4,2026-04-19,342975.77999999997,Pending,1
7242,ORD007242,1975,59,3,2025-08-21,168909.32,Pending,1
7243,ORD007243,1021,1,1,2026-01-11,228143.17,Delivered,1
7244,ORD007244,2325,54,1,2026-07-12,35259.58,Processing,1
7245,ORD007245,2763,44,3,2026-01-22,319212.64,Shipped,1
7246,ORD007246,3142,51,4,2026-06-16,39157.47,Delivered,1
7247,ORD007247,4862,76,1,2026-01-12,64853.19,Delivered,1
7248,ORD007248,4816,71,5,2026-01-02,201621.74,Shipped,1
7249,ORD007249,4416,88,2,2026-06-09,54240.490000000005,Shipped,1
7250,ORD007250,3735,34,2,2026-02-25,67618.11,Processing,1
7251,ORD007251,4103,89,5,2026-01-27,56096.48,Shipped,1
7252,ORD007252,2423,88,3,2025-10-04,475384.5,Shipped,1
7253,ORD007253,3737,93,5,2025-09-02,42072.36,Pending,1
7254,ORD007254,2623,2,4,2025-12-23,279545.72,Processing,1
7255,ORD007255,805,58,2,2025-11-26,73626.06,Delivered,1
7256,ORD007256,4333,48,5,2025-11-06,142722.85,Delivered,1
7257,ORD007257,4410,66,3,2025-12-05,513709.96,Pending,1
7258,ORD007258,4619,8,3,2026-01-13,190425.81,Processing,1
7259,ORD007259,4683,27,2,2026-05-17,89249.59999999999,Shipped,1
7260,ORD007260,815,95,3,2026-01-04,19513.15,Shipped,1
7261,ORD007261,4916,8,3,2026-04-27,114977.8,Processing,1
7262,ORD007262,3564,98,5,2025-08-03,178937.32,Shipped,1
7263,ORD007263,1516,39,3,2026-02-15,38174.86,Pending,1
7264,ORD007264,4517,81,2,2026-04-23,224952.06,Shipped,1
7265,ORD007265,1874,69,3,2025-11-21,172245.85,Shipped,1
7266,ORD007266,280,29,5,2025-08-21,502177.16000000003,Pending,1
7267,ORD007267,1038,37,2,2026-06-22,128762.23,Processing,1
7268,ORD007268,2118,95,2,2026-03-20,1677.7,Delivered,1
7269,ORD007269,640,20,1,2026-01-25,192982.86,Delivered,1
7270,ORD007270,1179,10,5,2026-03-03,546572.41,Processing,1
7271,ORD007271,1169,7,5,2025-07-17,68788.33,Processing,1
7272,ORD007272,414,5,2,2025-08-10,302008.77999999997,Processing,1
7273,ORD007273,1631,21,2,2026-05-08,124545.8,Shipped,1
7274,ORD007274,748,49,4,2026-06-07,119762.45999999999,Pending,1
7275,ORD007275,2637,45,2,2025-12-13,156359.56,Pending,1
7276,ORD007276,327,35,5,2025-07-27,133110.31,Pending,1
7277,ORD007277,478,2,1,2025-11-27,156247.27000000002,Delivered,1
7278,ORD007278,1652,20,5,2025-12-31,10513.32,Processing,1
7279,ORD007279,4639,88,5,2025-12-02,200686.90000000002,Processing,1
7280,ORD007280,525,63,5,2025-11-06,375026.19,Processing,1
7281,ORD007281,458,42,3,2026-04-12,774104.94,Processing,1
7282,ORD007282,191,85,5,2026-05-16,458100.47000000003,Delivered,1
7283,ORD007283,4101,70,2,2026-04-02,27445.35,Shipped,1
7284,ORD007284,4889,71,3,2026-06-01,82145.81,Delivered,1
7285,ORD007285,364,58,1,2025-09-06,311339.54,Processing,1
7286,ORD007286,1160,42,3,2026-01-23,352428.8,Shipped,1
7287,ORD007287,1295,38,1,2025-09-04,43245.19,Processing,1
7288,ORD007288,4704,5,2,2025-09-14,159023.72,Pending,1
7289,ORD007289,4044,81,5,2025-09-11,144323.5,Pending,1
7290,ORD007290,4154,60,4,2026-03-31,53905.740000000005,Delivered,1
7291,ORD007291,4531,96,1,2025-10-01,522622.49,Delivered,1
7292,ORD007292,23,16,3,2025-07-14,72449.56,Processing,1
7293,ORD007293,305,46,5,2025-11-30,905.88,Shipped,1
7294,ORD007294,2619,82,5,2026-05-26,114365.88,Shipped,1
7295,ORD007295,4222,75,5,2026-05-13,807678.29,Processing,1
7296,ORD007296,3559,27,1,2026-05-23,99297.73,Delivered,1
7297,ORD007297,3047,47,5,2026-05-23,49592.08,Delivered,1
7298,ORD007298,3956,22,5,2026-02-01,74533.4,Pending,1
7299,ORD007299,479,41,2,2025-11-16,305467.85,Processing,1
7300,ORD007300,2721,99,1,2025-08-01,119627.35,Processing,1
7301,ORD007301,524,59,3,2026-02-04,25808.41,Processing,1
7302,ORD007302,4725,5,3,2025-11-25,188390.79,Shipped,1
7303,ORD007303,4392,76,5,2026-02-16,110174.65,Processing,1
7304,ORD007304,1742,58,4,2025-10-06,337089.04,Shipped,1
7305,ORD007305,2293,94,1,2026-03-10,478876.57999999996,Shipped,1
7306,ORD007306,4603,61,3,2026-02-14,230421.34,Shipped,1
7307,ORD007307,469,89,2,2025-08-12,90056.82,Pending,1
7308,ORD007308,410,99,1,2025-08-30,185299.5,Shipped,1
7309,ORD007309,323,46,1,2026-03-12,28745.350000000002,Processing,1
7310,ORD007310,3508,97,5,2026-07-06,117203.48000000001,Processing,1
7311,ORD007311,4836,6,4,2025-11-08,194694.63,Delivered,1
7312,ORD007312,1532,94,5,2026-04-03,125118.41,Pending,1
7313,ORD007313,851,52,5,2026-01-04,397809.95,Processing,1
7314,ORD007314,2784,44,5,2026-04-22,49476.04,Pending,1
7315,ORD007315,3969,38,5,2025-09-09,555919.21,Pending,1
7316,ORD007316,2915,52,4,2026-05-04,138409.82,Shipped,1
7317,ORD007317,1643,85,5,2025-09-26,102433.11,Shipped,1
7318,ORD007318,498,63,3,2025-10-24,18886.74,Pending,1
7319,ORD007319,1345,9,1,2025-10-20,161101.03,Shipped,1
7320,ORD007320,3955,96,3,2026-02-02,188664.68000000002,Processing,1
7321,ORD007321,4224,74,1,2025-10-15,142055.47,Delivered,1
7322,ORD007322,4097,75,3,2025-11-20,653012.78,Shipped,1
7323,ORD007323,2936,31,2,2025-12-20,486983.84,Processing,1
7324,ORD007324,244,43,2,2026-05-11,186768.49,Delivered,1
7325,ORD007325,1142,2,5,2026-03-03,209709.65,Processing,1
7326,ORD007326,1194,88,5,2025-09-17,98380.98,Pending,1
7327,ORD007327,4492,92,1,2026-04-09,114771.70999999999,Processing,1
7328,ORD007328,2359,96,3,2026-04-27,469300.1,Shipped,1
7329,ORD007329,2048,78,1,2025-08-31,652932.16,Delivered,1
7330,ORD007330,1900,64,2,2026-04-10,501984.73,Processing,1
7331,ORD007331,4345,84,2,2025-08-22,140564.71,Processing,1
7332,ORD007332,1794,36,4,2025-09-04,8976.15,Pending,1
7333,ORD007333,1313,30,3,2025-09-27,120045.74,Delivered,1
7334,ORD007334,359,99,3,2025-09-19,362672.37,Delivered,1
7335,ORD007335,2995,6,1,2025-10-03,29167.41,Delivered,1
7336,ORD007336,4011,26,2,2026-01-25,41280.21,Pending,1
7337,ORD007337,1864,62,5,2026-04-01,64962.47,Delivered,1
7338,ORD007338,1729,90,2,2025-12-31,112801.70000000001,Processing,1
7339,ORD007339,2313,90,3,2025-07-20,213517.65,Shipped,1
7340,ORD007340,4740,44,1,2025-11-14,491472.64,Delivered,1
7341,ORD007341,3796,28,5,2025-07-23,231151.02000000002,Pending,1
7342,ORD007342,1157,74,3,2026-03-14,208176.64,Processing,1
7343,ORD007343,1410,54,4,2025-10-11,275949.69,Processing,1
7344,ORD007344,2163,80,4,2025-07-18,16280.52,Processing,1
7345,ORD007345,3437,69,2,2026-04-07,146922.22,Delivered,1
7346,ORD007346,2125,65,1,2025-08-02,72640.79000000001,Delivered,1
7347,ORD007347,3822,95,2,2025-10-21,5895.6,Shipped,1
7348,ORD007348,4964,64,5,2026-05-01,82590.58,Delivered,1
7349,ORD007349,2662,1,1,2025-11-26,57407.32,Delivered,1
7350,ORD007350,1696,19,2,2026-06-01,302907.19,Processing,1
7351,ORD007351,1575,30,1,2026-04-19,49976.7,Processing,1
7352,ORD007352,622,5,2,2026-01-31,51770.43,Processing,1
7353,ORD007353,3012,28,4,2025-12-30,272914.09,Pending,1
7354,ORD007354,4280,79,1,2025-10-13,68832.0,Shipped,1
7355,ORD007355,103,51,2,2025-09-23,1939.97,Pending,1
7356,ORD007356,619,69,1,2026-01-31,105274.37,Processing,1
7357,ORD007357,4053,74,4,2026-05-25,125740.39,Shipped,1
7358,ORD007358,524,38,4,2026-02-15,17535.82,Pending,1
7359,ORD007359,4532,2,5,2026-05-10,397415.62,Delivered,1
7360,ORD007360,4723,90,1,2025-08-05,484821.93,Processing,1
7361,ORD007361,3070,96,2,2026-06-09,27253.66,Processing,1
7362,ORD007362,496,72,2,2026-06-06,246177.4,Delivered,1
7363,ORD007363,1872,64,5,2026-01-22,187544.85,Delivered,1
7364,ORD007364,2587,9,1,2026-01-30,635952.9,Delivered,1
7365,ORD007365,3835,56,3,2025-08-31,248814.66,Pending,1
7366,ORD007366,2711,9,3,2025-08-06,348136.86,Shipped,1
7367,ORD007367,2874,31,5,2025-12-20,122164.83000000002,Delivered,1
7368,ORD007368,2522,25,3,2025-11-17,225005.05,Processing,1
7369,ORD007369,626,79,3,2025-11-05,27674.370000000003,Shipped,1
7370,ORD007370,2306,57,5,2026-03-17,325749.42,Processing,1
7371,ORD007371,2926,8,1,2025-10-05,313016.08999999997,Processing,1
7372,ORD007372,4484,54,1,2026-05-24,149320.05,Shipped,1
7373,ORD007373,1660,30,2,2025-08-30,263605.92,Pending,1
7374,ORD007374,3864,61,1,2025-09-25,556349.17,Delivered,1
7375,ORD007375,3760,95,2,2025-08-31,200649.71,Delivered,1
7376,ORD007376,1781,30,4,2025-08-07,199262.47999999998,Shipped,1
7377,ORD007377,1004,52,5,2026-06-21,196913.86,Shipped,1
7378,ORD007378,3623,56,2,2025-11-16,114864.9,Delivered,1
7379,ORD007379,1934,56,2,2025-12-08,78755.13,Shipped,1
7380,ORD007380,4499,23,4,2026-05-20,221989.95,Shipped,1
7381,ORD007381,4082,76,4,2025-09-13,47096.8,Pending,1
7382,ORD007382,804,12,5,2026-04-16,42217.55,Delivered,1
7383,ORD007383,3994,2,2,2026-02-07,215336.28,Delivered,1
7384,ORD007384,1709,46,3,2026-01-12,62272.09,Processing,1
7385,ORD007385,3162,69,5,2026-03-18,182183.38999999998,Pending,1
7386,ORD007386,1394,21,5,2026-02-23,511251.22,Pending,1
7387,ORD007387,1309,100,3,2026-04-19,64623.33,Shipped,1
7388,ORD007388,4041,63,3,2026-05-21,10458.880000000001,Shipped,1
7389,ORD007389,1061,53,4,2025-11-08,80255.97,Delivered,1
7390,ORD007390,1048,5,5,2025-08-21,1132717.78,Processing,1
7391,ORD007391,313,72,4,2025-08-26,14870.34,Shipped,1
7392,ORD007392,1946,49,4,2026-05-23,61860.65,Processing,1
7393,ORD007393,3971,63,2,2026-01-22,381849.23,Delivered,1
7394,ORD007394,1086,24,1,2025-09-04,61030.36,Delivered,1
7395,ORD007395,4122,76,1,2025-09-10,106160.18,Shipped,1
7396,ORD007396,3214,19,5,2025-10-31,583287.48,Pending,1
7397,ORD007397,4795,38,2,2026-06-18,384435.01,Processing,1
7398,ORD007398,589,72,3,2026-05-31,112356.05,Pending,1
7399,ORD007399,417,76,3,2025-11-02,65261.149999999994,Delivered,1
7400,ORD007400,1980,69,2,2026-03-02,346706.92,Shipped,1
7401,ORD007401,1272,57,2,2026-04-08,391153.62,Processing,1
7402,ORD007402,2457,11,3,2026-06-21,11180.35,Pending,1
7403,ORD007403,4621,45,4,2025-10-31,271132.22000000003,Shipped,1
7404,ORD007404,136,91,5,2026-07-08,431877.41,Processing,1
7405,ORD007405,3814,73,1,2026-03-08,121713.01999999999,Pending,1
7406,ORD007406,364,5,2,2026-01-31,447130.1,Shipped,1
7407,ORD007407,214,92,2,2025-11-07,156100.35,Delivered,1
7408,ORD007408,925,40,4,2026-04-26,136124.15,Delivered,1
7409,ORD007409,1625,47,3,2026-05-28,869.64,Pending,1
7410,ORD007410,98,44,1,2026-01-19,41159.54,Delivered,1
7411,ORD007411,3005,18,3,2025-07-25,90073.13,Pending,1
7412,ORD007412,1571,46,5,2025-11-21,10303.1,Processing,1
7413,ORD007413,3715,61,2,2026-04-28,402972.89,Pending,1
7414,ORD007414,889,32,3,2025-11-17,156316.36,Shipped,1
7415,ORD007415,1251,24,4,2026-03-24,40214.48,Delivered,1
7416,ORD007416,98,83,5,2026-04-03,507525.55,Pending,1
7417,ORD007417,4104,17,1,2025-10-19,502613.64999999997,Processing,1
7418,ORD007418,2020,86,3,2025-12-22,207410.5,Delivered,1
7419,ORD007419,4445,33,5,2025-08-21,6092.72,Delivered,1
7420,ORD007420,4623,32,1,2026-02-15,317106.95,Pending,1
7421,ORD007421,933,8,4,2025-12-03,10097.59,Pending,1
7422,ORD007422,3435,29,1,2026-01-30,141959.76,Shipped,1
7423,ORD007423,2977,16,1,2025-10-23,121131.67,Shipped,1
7424,ORD007424,3263,46,1,2025-08-12,762112.7,Processing,1
7425,ORD007425,4409,78,5,2025-08-25,958612.87,Pending,1
7426,ORD007426,3233,10,2,2026-03-07,552978.99,Delivered,1
7427,ORD007427,1699,80,3,2025-11-24,64493.299999999996,Shipped,1
7428,ORD007428,3702,50,1,2026-04-09,81509.84,Shipped,1
7429,ORD007429,428,70,1,2026-02-27,491210.79,Delivered,1
7430,ORD007430,3860,92,1,2026-04-19,21795.309999999998,Shipped,1
7431,ORD007431,1036,22,3,2025-08-29,487176.56,Delivered,1
7432,ORD007432,2555,5,4,2025-09-01,172550.94,Pending,1
7433,ORD007433,1580,54,1,2025-12-11,125418.25,Pending,1
7434,ORD007434,3046,99,3,2025-08-29,382764.39,Pending,1
7435,ORD007435,3819,79,5,2025-09-20,66266.18,Pending,1
7436,ORD007436,2965,12,2,2025-09-16,222513.06,Processing,1
7437,ORD007437,2004,22,4,2026-05-06,82271.71,Pending,1
7438,ORD007438,2518,70,2,2026-05-01,441546.84,Pending,1
7439,ORD007439,3394,56,4,2026-03-27,264936.5,Shipped,1
7440,ORD007440,2005,2,4,2025-08-08,175453.99,Pending,1
7441,ORD007441,4619,3,3,2026-02-02,151760.37,Processing,1
7442,ORD007442,2170,81,5,2026-07-04,60243.45,Pending,1
7443,ORD007443,7,9,1,2025-09-11,332555.22,Delivered,1
7444,ORD007444,2745,82,3,2026-05-21,68520.95,Delivered,1
7445,ORD007445,3217,36,5,2026-06-11,208633.99,Shipped,1
7446,ORD007446,880,91,4,2025-11-18,153531.81,Shipped,1
7447,ORD007447,4445,82,4,2025-10-25,7310.72,Delivered,1
7448,ORD007448,15,59,4,2026-06-21,463357.08,Delivered,1
7449,ORD007449,230,94,5,2026-04-02,9801.06,Delivered,1
7450,ORD007450,1486,54,3,2025-12-24,271227.04000000004,Pending,1
7451,ORD007451,1565,44,4,2025-10-05,219619.9,Processing,1
7452,ORD007452,1908,47,2,2025-10-18,215646.61000000002,Shipped,1
7453,ORD007453,1604,24,3,2026-03-22,104597.1,Delivered,1
7454,ORD007454,2935,77,2,2026-04-04,126860.32999999999,Shipped,1
