Shipment_ID,Shipment_Number,Order_ID,Warehouse_ID,Shipment_Date,Expected_Delivery_Date,Actual_Delivery_Date,Shipment_Status,Tracking_Number
5032,SHP005032,5032,3,2026-06-24,2026-06-25,2026-06-25,Delivered,TRK00005032
5033,SHP005033,5033,3,2026-06-06,2026-06-13,,Pending,TRK00005033
5034,SHP005034,5034,3,2025-07-15,2025-07-16,,Pending,TRK00005034
5035,SHP005035,5035,3,2026-01-30,2026-02-06,,Pending,TRK00005035
5036,SHP005036,5036,2,2025-11-16,2025-11-16,2025-11-20,Delivered,TRK00005036
5037,SHP005037,5037,3,2025-07-17,2025-07-18,2025-07-19,Delivered,TRK00005037
5038,SHP005038,5038,5,2026-03-24,2026-03-31,2026-03-30,Delivered,TRK00005038
5039,SHP005039,5039,3,2025-09-29,2025-09-29,,In Transit,TRK00005039
5040,SHP005040,5040,5,2025-12-24,2025-12-31,,Pending,TRK00005040
5041,SHP005041,5041,1,2025-11-22,2025-11-22,2025-11-21,Delivered,TRK00005041
5042,SHP005042,5042,1,2025-12-21,2025-12-28,,Pending,TRK00005042
5043,SHP005043,5043,3,2025-10-21,2025-10-26,2025-10-29,Delivered,TRK00005043
5044,SHP005044,5044,3,2025-08-27,2025-08-27,2025-08-27,Delivered,TRK00005044
5045,SHP005045,5045,5,2026-01-21,2026-01-21,,In Transit,TRK00005045
5046,SHP005046,5046,4,2026-07-06,2026-07-07,,Pending,TRK00005046
5047,SHP005047,5047,3,2025-09-05,2025-09-05,,Pending,TRK00005047
5048,SHP005048,5048,5,2025-08-02,2025-08-02,,In Transit,TRK00005048
5049,SHP005049,5049,2,2025-10-22,2025-10-27,,Pending,TRK00005049
5050,SHP005050,5050,3,2025-09-08,2025-09-13,,Pending,TRK00005050
5051,SHP005051,5051,1,2026-01-01,2026-01-08,,In Transit,TRK00005051
5052,SHP005052,5052,2,2025-09-03,2025-09-04,2025-09-04,Delivered,TRK00005052
5053,SHP005053,5053,5,2025-09-27,2025-10-02,,In Transit,TRK00005053
5054,SHP005054,5054,3,2026-05-01,2026-05-03,,Pending,TRK00005054
5055,SHP005055,5055,2,2025-10-09,2025-10-16,,Pending,TRK00005055
5056,SHP005056,5056,5,2026-02-08,2026-02-13,,In Transit,TRK00005056
5057,SHP005057,5057,1,2026-05-23,2026-05-28,,Pending,TRK00005057
5058,SHP005058,5058,4,2026-05-20,2026-05-22,,In Transit,TRK00005058
5059,SHP005059,5059,1,2026-05-14,2026-05-14,,Pending,TRK00005059
5060,SHP005060,5060,4,2026-07-08,2026-07-10,,In Transit,TRK00005060
5061,SHP005061,5061,3,2025-12-20,2025-12-22,,In Transit,TRK00005061
5062,SHP005062,5062,2,2025-11-13,2025-11-15,,In Transit,TRK00005062
5063,SHP005063,5063,4,2025-08-30,2025-09-01,2025-09-01,Delivered,TRK00005063
5064,SHP005064,5064,1,2025-09-20,2025-09-22,,Pending,TRK00005064
5065,SHP005065,5065,1,2026-07-13,2026-07-14,2026-07-16,Delivered,TRK00005065
5066,SHP005066,5066,3,2026-06-27,2026-07-04,,In Transit,TRK00005066
5067,SHP005067,5067,3,2026-06-21,2026-06-28,,In Transit,TRK00005067
5068,SHP005068,5068,4,2025-10-13,2025-10-14,,Pending,TRK00005068
5069,SHP005069,5069,1,2026-02-12,2026-02-19,,In Transit,TRK00005069
5070,SHP005070,5070,3,2026-03-31,2026-04-02,,Pending,TRK00005070
5071,SHP005071,5071,5,2025-10-06,2025-10-11,,In Transit,TRK00005071
5072,SHP005072,5072,2,2026-01-13,2026-01-13,,Pending,TRK00005072
5073,SHP005073,5073,1,2025-12-16,2025-12-23,,Pending,TRK00005073
5074,SHP005074,5074,4,2026-02-22,2026-02-27,2026-03-01,Delivered,TRK00005074
5075,SHP005075,5075,2,2026-01-08,2026-01-15,2026-01-17,Delivered,TRK00005075
5076,SHP005076,5076,5,2026-04-12,2026-04-12,2026-04-13,Delivered,TRK00005076
5077,SHP005077,5077,3,2026-02-12,2026-02-14,,In Transit,TRK00005077
5078,SHP005078,5078,4,2026-02-27,2026-02-28,,Pending,TRK00005078
5079,SHP005079,5079,2,2026-05-30,2026-06-04,,In Transit,TRK00005079
5080,SHP005080,5080,5,2025-12-09,2025-12-11,,Pending,TRK00005080
5081,SHP005081,5081,3,2026-05-13,2026-05-18,2026-05-18,Delivered,TRK00005081
5082,SHP005082,5082,5,2026-01-10,2026-01-10,,Pending,TRK00005082
5083,SHP005083,5083,5,2025-07-27,2025-07-27,2025-07-27,Delivered,TRK00005083
5084,SHP005084,5084,4,2025-12-23,2025-12-25,,In Transit,TRK00005084
5085,SHP005085,5085,2,2026-05-29,2026-06-03,2026-06-06,Delivered,TRK00005085
5086,SHP005086,5086,1,2025-12-12,2025-12-19,,In Transit,TRK00005086
5087,SHP005087,5087,1,2025-10-28,2025-11-02,2025-11-02,Delivered,TRK00005087
5088,SHP005088,5088,1,2026-03-24,2026-03-29,2026-03-30,Delivered,TRK00005088
5089,SHP005089,5089,3,2025-08-06,2025-08-07,,In Transit,TRK00005089
5090,SHP005090,5090,4,2025-12-20,2025-12-27,,In Transit,TRK00005090
5091,SHP005091,5091,1,2026-01-21,2026-01-22,,Pending,TRK00005091
5092,SHP005092,5092,2,2026-03-24,2026-03-29,,Pending,TRK00005092
5093,SHP005093,5093,5,2025-11-20,2025-11-25,2025-11-28,Delivered,TRK00005093
5094,SHP005094,5094,3,2026-05-21,2026-05-23,,Pending,TRK00005094
5095,SHP005095,5095,2,2025-08-14,2025-08-21,2025-08-25,Delivered,TRK00005095
5096,SHP005096,5096,2,2026-02-05,2026-02-10,,In Transit,TRK00005096
5097,SHP005097,5097,5,2026-02-27,2026-03-06,2026-03-09,Delivered,TRK00005097
5098,SHP005098,5098,3,2026-03-07,2026-03-07,,Pending,TRK00005098
5099,SHP005099,5099,4,2025-11-24,2025-11-29,,Pending,TRK00005099
5100,SHP005100,5100,1,2026-02-02,2026-02-09,2026-02-10,Delivered,TRK00005100
5101,SHP005101,5101,4,2025-11-10,2025-11-17,,In Transit,TRK00005101
5102,SHP005102,5102,1,2025-09-11,2025-09-18,,Pending,TRK00005102
5103,SHP005103,5103,2,2026-03-18,2026-03-23,,In Transit,TRK00005103
5104,SHP005104,5104,2,2025-08-28,2025-08-29,,Pending,TRK00005104
5105,SHP005105,5105,4,2026-04-13,2026-04-20,2026-04-21,Delivered,TRK00005105
5106,SHP005106,5106,1,2026-01-25,2026-01-25,,Pending,TRK00005106
5107,SHP005107,5107,1,2026-01-24,2026-01-25,,Pending,TRK00005107
5108,SHP005108,5108,4,2025-11-24,2025-11-25,2025-11-29,Delivered,TRK00005108
5109,SHP005109,5109,4,2025-12-11,2025-12-13,,In Transit,TRK00005109
5110,SHP005110,5110,2,2026-04-28,2026-05-05,,In Transit,TRK00005110
5111,SHP005111,5111,5,2026-04-25,2026-04-25,,Pending,TRK00005111
5112,SHP005112,5112,5,2026-03-31,2026-04-07,,In Transit,TRK00005112
5113,SHP005113,5113,5,2025-11-01,2025-11-08,,Pending,TRK00005113
5114,SHP005114,5114,1,2026-06-04,2026-06-05,,In Transit,TRK00005114
5115,SHP005115,5115,5,2026-05-21,2026-05-28,,Pending,TRK00005115
5116,SHP005116,5116,1,2025-11-19,2025-11-26,,Pending,TRK00005116
5117,SHP005117,5117,1,2026-04-17,2026-04-18,,Pending,TRK00005117
5118,SHP005118,5118,4,2026-04-22,2026-04-27,2026-04-28,Delivered,TRK00005118
5119,SHP005119,5119,4,2025-11-21,2025-11-22,2025-11-26,Delivered,TRK00005119
5120,SHP005120,5120,1,2026-01-29,2026-01-30,,In Transit,TRK00005120
5121,SHP005121,5121,4,2025-08-19,2025-08-26,,Pending,TRK00005121
5122,SHP005122,5122,3,2025-10-18,2025-10-23,,Pending,TRK00005122
5123,SHP005123,5123,4,2025-12-20,2025-12-22,,Pending,TRK00005123
5124,SHP005124,5124,2,2025-10-22,2025-10-29,,Pending,TRK00005124
5125,SHP005125,5125,4,2025-07-30,2025-07-30,,Pending,TRK00005125
5126,SHP005126,5126,4,2025-10-27,2025-10-28,,Pending,TRK00005126
5127,SHP005127,5127,1,2025-08-05,2025-08-12,,Pending,TRK00005127
5128,SHP005128,5128,4,2026-04-07,2026-04-14,2026-04-13,Delivered,TRK00005128
5129,SHP005129,5129,2,2025-08-06,2025-08-11,,In Transit,TRK00005129
5130,SHP005130,5130,4,2026-01-18,2026-01-19,2026-01-20,Delivered,TRK00005130
5131,SHP005131,5131,3,2026-05-21,2026-05-26,,Pending,TRK00005131
5132,SHP005132,5132,1,2025-08-14,2025-08-16,,Pending,TRK00005132
5133,SHP005133,5133,2,2025-11-27,2025-11-29,,Pending,TRK00005133
5134,SHP005134,5134,4,2026-01-22,2026-01-29,,Pending,TRK00005134
5135,SHP005135,5135,1,2026-07-02,2026-07-07,,In Transit,TRK00005135
5136,SHP005136,5136,5,2025-10-01,2025-10-02,,Pending,TRK00005136
5137,SHP005137,5137,1,2025-10-01,2025-10-01,2025-10-05,Delivered,TRK00005137
5138,SHP005138,5138,4,2026-07-11,2026-07-13,2026-07-15,Delivered,TRK00005138
5139,SHP005139,5139,2,2025-11-05,2025-11-06,2025-11-10,Delivered,TRK00005139
5140,SHP005140,5140,2,2026-01-10,2026-01-17,,Pending,TRK00005140
5141,SHP005141,5141,1,2026-03-25,2026-03-30,,Pending,TRK00005141
5142,SHP005142,5142,5,2026-01-15,2026-01-20,,Pending,TRK00005142
5143,SHP005143,5143,2,2025-11-06,2025-11-06,,Pending,TRK00005143
5144,SHP005144,5144,4,2025-09-08,2025-09-10,2025-09-14,Delivered,TRK00005144
5145,SHP005145,5145,4,2025-08-01,2025-08-01,,Pending,TRK00005145
5146,SHP005146,5146,1,2025-10-14,2025-10-16,,Pending,TRK00005146
5147,SHP005147,5147,2,2026-01-25,2026-01-26,,Pending,TRK00005147
5148,SHP005148,5148,3,2025-11-02,2025-11-03,,In Transit,TRK00005148
5149,SHP005149,5149,4,2025-10-24,2025-10-31,2025-11-04,Delivered,TRK00005149
5150,SHP005150,5150,1,2026-01-22,2026-01-23,2026-01-26,Delivered,TRK00005150
5151,SHP005151,5151,2,2026-06-03,2026-06-04,,Pending,TRK00005151
5152,SHP005152,5152,1,2025-07-16,2025-07-23,,Pending,TRK00005152
5153,SHP005153,5153,4,2025-09-02,2025-09-09,,In Transit,TRK00005153
5154,SHP005154,5154,1,2025-10-06,2025-10-06,2025-10-08,Delivered,TRK00005154
5155,SHP005155,5155,2,2026-03-24,2026-03-29,,Pending,TRK00005155
5156,SHP005156,5156,2,2025-08-18,2025-08-18,,In Transit,TRK00005156
5157,SHP005157,5157,1,2026-01-16,2026-01-16,2026-01-18,Delivered,TRK00005157
5158,SHP005158,5158,1,2025-12-27,2025-12-27,,In Transit,TRK00005158
5159,SHP005159,5159,2,2025-11-19,2025-11-24,2025-11-27,Delivered,TRK00005159
5160,SHP005160,5160,1,2025-10-08,2025-10-08,,In Transit,TRK00005160
5161,SHP005161,5161,3,2026-02-06,2026-02-13,,In Transit,TRK00005161
5162,SHP005162,5162,4,2025-12-07,2025-12-09,,Pending,TRK00005162
5163,SHP005163,5163,3,2026-01-05,2026-01-06,,In Transit,TRK00005163
5164,SHP005164,5164,2,2026-02-17,2026-02-17,,Pending,TRK00005164
5165,SHP005165,5165,4,2025-12-23,2025-12-23,,In Transit,TRK00005165
5166,SHP005166,5166,4,2026-05-14,2026-05-14,,Pending,TRK00005166
5167,SHP005167,5167,2,2026-02-02,2026-02-07,2026-02-08,Delivered,TRK00005167
5168,SHP005168,5168,5,2026-06-30,2026-06-30,,Pending,TRK00005168
5169,SHP005169,5169,2,2025-11-29,2025-12-06,,Pending,TRK00005169
5170,SHP005170,5170,4,2026-02-01,2026-02-03,,Pending,TRK00005170
5171,SHP005171,5171,5,2026-03-30,2026-04-06,2026-04-06,Delivered,TRK00005171
5172,SHP005172,5172,2,2025-12-02,2025-12-09,2025-12-08,Delivered,TRK00005172
5173,SHP005173,5173,4,2026-01-17,2026-01-24,,Pending,TRK00005173
5174,SHP005174,5174,1,2026-06-07,2026-06-09,2026-06-11,Delivered,TRK00005174
5175,SHP005175,5175,2,2026-01-03,2026-01-08,2026-01-08,Delivered,TRK00005175
5176,SHP005176,5176,1,2026-04-30,2026-05-07,,Pending,TRK00005176
5177,SHP005177,5177,4,2026-04-30,2026-05-01,2026-05-04,Delivered,TRK00005177
5178,SHP005178,5178,2,2026-04-22,2026-04-29,2026-04-28,Delivered,TRK00005178
5179,SHP005179,5179,1,2026-07-07,2026-07-14,,Pending,TRK00005179
5180,SHP005180,5180,1,2026-01-31,2026-02-05,2026-02-08,Delivered,TRK00005180
5181,SHP005181,5181,3,2026-04-11,2026-04-11,2026-04-15,Delivered,TRK00005181
5182,SHP005182,5182,3,2025-08-28,2025-08-29,,In Transit,TRK00005182
5183,SHP005183,5183,1,2025-10-13,2025-10-14,,Pending,TRK00005183
5184,SHP005184,5184,3,2025-09-22,2025-09-23,,Pending,TRK00005184
5185,SHP005185,5185,3,2025-09-27,2025-09-28,,Pending,TRK00005185
5186,SHP005186,5186,5,2025-11-09,2025-11-09,2025-11-13,Delivered,TRK00005186
5187,SHP005187,5187,4,2025-10-12,2025-10-14,,Pending,TRK00005187
5188,SHP005188,5188,5,2025-08-21,2025-08-26,,In Transit,TRK00005188
5189,SHP005189,5189,2,2026-01-28,2026-02-02,,Pending,TRK00005189
5190,SHP005190,5190,3,2026-03-02,2026-03-04,2026-03-04,Delivered,TRK00005190
5191,SHP005191,5191,2,2025-08-10,2025-08-15,,In Transit,TRK00005191
5192,SHP005192,5192,2,2026-02-05,2026-02-06,,In Transit,TRK00005192
5193,SHP005193,5193,4,2025-08-27,2025-09-01,,In Transit,TRK00005193
5194,SHP005194,5194,4,2026-03-31,2026-04-02,2026-04-05,Delivered,TRK00005194
5195,SHP005195,5195,2,2026-05-27,2026-06-03,2026-06-06,Delivered,TRK00005195
5196,SHP005196,5196,2,2025-07-20,2025-07-25,,In Transit,TRK00005196
5197,SHP005197,5197,2,2025-10-13,2025-10-14,2025-10-14,Delivered,TRK00005197
5198,SHP005198,5198,1,2026-05-15,2026-05-22,,In Transit,TRK00005198
5199,SHP005199,5199,4,2025-10-16,2025-10-21,2025-10-21,Delivered,TRK00005199
5200,SHP005200,5200,5,2026-02-22,2026-02-23,2026-02-22,Delivered,TRK00005200
5201,SHP005201,5201,1,2026-05-12,2026-05-13,,In Transit,TRK00005201
5202,SHP005202,5202,3,2025-07-29,2025-07-29,2025-07-28,Delivered,TRK00005202
5203,SHP005203,5203,1,2026-01-02,2026-01-07,2026-01-11,Delivered,TRK00005203
5204,SHP005204,5204,4,2026-01-16,2026-01-18,2026-01-18,Delivered,TRK00005204
5205,SHP005205,5205,4,2025-12-01,2025-12-06,,Pending,TRK00005205
5206,SHP005206,5206,5,2026-01-17,2026-01-17,,Pending,TRK00005206
5207,SHP005207,5207,3,2025-09-08,2025-09-10,,Pending,TRK00005207
5208,SHP005208,5208,3,2026-04-30,2026-05-01,,In Transit,TRK00005208
5209,SHP005209,5209,1,2026-01-09,2026-01-14,2026-01-14,Delivered,TRK00005209
5210,SHP005210,5210,4,2026-01-25,2026-01-25,2026-01-29,Delivered,TRK00005210
5211,SHP005211,5211,1,2025-12-14,2025-12-21,,Pending,TRK00005211
5212,SHP005212,5212,3,2026-05-31,2026-05-31,,In Transit,TRK00005212
5213,SHP005213,5213,2,2026-05-06,2026-05-11,,Pending,TRK00005213
5214,SHP005214,5214,5,2026-01-27,2026-01-29,,Pending,TRK00005214
5215,SHP005215,5215,4,2025-08-26,2025-09-02,,Pending,TRK00005215
5216,SHP005216,5216,4,2026-06-06,2026-06-13,,In Transit,TRK00005216
5217,SHP005217,5217,2,2026-03-29,2026-03-29,2026-03-29,Delivered,TRK00005217
5218,SHP005218,5218,5,2026-05-11,2026-05-11,,Pending,TRK00005218
5219,SHP005219,5219,3,2025-08-20,2025-08-25,,In Transit,TRK00005219
5220,SHP005220,5220,3,2026-05-26,2026-05-27,2026-05-31,Delivered,TRK00005220
5221,SHP005221,5221,5,2025-07-21,2025-07-26,2025-07-26,Delivered,TRK00005221
5222,SHP005222,5222,2,2025-10-20,2025-10-20,,Pending,TRK00005222
5223,SHP005223,5223,3,2026-05-31,2026-06-01,2026-06-05,Delivered,TRK00005223
5224,SHP005224,5224,5,2026-03-22,2026-03-22,,Pending,TRK00005224
5225,SHP005225,5225,4,2026-01-21,2026-01-26,,Pending,TRK00005225
5226,SHP005226,5226,1,2026-02-03,2026-02-04,2026-02-05,Delivered,TRK00005226
5227,SHP005227,5227,5,2026-07-12,2026-07-17,,Pending,TRK00005227
5228,SHP005228,5228,5,2026-03-09,2026-03-16,2026-03-19,Delivered,TRK00005228
5229,SHP005229,5229,2,2025-12-07,2025-12-12,,Pending,TRK00005229
5230,SHP005230,5230,4,2026-01-19,2026-01-19,,In Transit,TRK00005230
5231,SHP005231,5231,1,2026-02-05,2026-02-06,2026-02-07,Delivered,TRK00005231
5232,SHP005232,5232,2,2025-10-29,2025-10-30,2025-11-02,Delivered,TRK00005232
5233,SHP005233,5233,5,2025-08-26,2025-08-31,,In Transit,TRK00005233
5234,SHP005234,5234,5,2025-07-31,2025-08-02,,In Transit,TRK00005234
5235,SHP005235,5235,4,2026-06-02,2026-06-03,2026-06-03,Delivered,TRK00005235
5236,SHP005236,5236,1,2026-02-12,2026-02-12,,In Transit,TRK00005236
5237,SHP005237,5237,3,2026-01-08,2026-01-09,2026-01-09,Delivered,TRK00005237
5238,SHP005238,5238,5,2026-07-02,2026-07-09,2026-07-08,Delivered,TRK00005238
5239,SHP005239,5239,5,2026-05-19,2026-05-21,,Pending,TRK00005239
5240,SHP005240,5240,2,2025-11-15,2025-11-16,,Pending,TRK00005240
5241,SHP005241,5241,4,2026-01-21,2026-01-26,,Pending,TRK00005241
5242,SHP005242,5242,3,2025-11-20,2025-11-25,,Pending,TRK00005242
5243,SHP005243,5243,2,2025-08-14,2025-08-15,,Pending,TRK00005243
5244,SHP005244,5244,5,2026-06-13,2026-06-18,,Pending,TRK00005244
5245,SHP005245,5245,2,2026-07-12,2026-07-19,2026-07-19,Delivered,TRK00005245
5246,SHP005246,5246,4,2025-11-30,2025-12-07,,In Transit,TRK00005246
5247,SHP005247,5247,5,2026-06-18,2026-06-18,,Pending,TRK00005247
5248,SHP005248,5248,3,2025-07-28,2025-07-29,2025-08-02,Delivered,TRK00005248
5249,SHP005249,5249,3,2026-04-22,2026-04-29,2026-05-03,Delivered,TRK00005249
5250,SHP005250,5250,2,2025-12-18,2025-12-19,2025-12-20,Delivered,TRK00005250
5251,SHP005251,5251,5,2026-04-20,2026-04-20,,Pending,TRK00005251
5252,SHP005252,5252,5,2025-11-03,2025-11-10,,Pending,TRK00005252
5253,SHP005253,5253,3,2026-06-18,2026-06-25,,Pending,TRK00005253
5254,SHP005254,5254,5,2026-06-18,2026-06-19,,Pending,TRK00005254
5255,SHP005255,5255,4,2026-06-13,2026-06-20,,Pending,TRK00005255
5256,SHP005256,5256,3,2026-02-05,2026-02-07,,Pending,TRK00005256
5257,SHP005257,5257,2,2025-10-21,2025-10-23,,In Transit,TRK00005257
5258,SHP005258,5258,5,2026-01-21,2026-01-23,,In Transit,TRK00005258
5259,SHP005259,5259,2,2026-02-16,2026-02-23,,Pending,TRK00005259
5260,SHP005260,5260,5,2026-03-20,2026-03-27,,Pending,TRK00005260
5261,SHP005261,5261,2,2026-06-09,2026-06-10,2026-06-09,Delivered,TRK00005261
5262,SHP005262,5262,1,2025-11-26,2025-12-03,,Pending,TRK00005262
5263,SHP005263,5263,1,2026-06-05,2026-06-10,,Pending,TRK00005263
5264,SHP005264,5264,3,2026-02-12,2026-02-17,,In Transit,TRK00005264
5265,SHP005265,5265,1,2026-02-26,2026-02-26,2026-03-01,Delivered,TRK00005265
5266,SHP005266,5266,1,2026-03-18,2026-03-19,2026-03-18,Delivered,TRK00005266
5267,SHP005267,5267,4,2025-09-09,2025-09-10,2025-09-10,Delivered,TRK00005267
5268,SHP005268,5268,4,2025-12-15,2025-12-16,,Pending,TRK00005268
5269,SHP005269,5269,2,2025-10-13,2025-10-15,,Pending,TRK00005269
5270,SHP005270,5270,1,2026-02-05,2026-02-07,2026-02-06,Delivered,TRK00005270
5271,SHP005271,5271,1,2026-01-09,2026-01-14,,Pending,TRK00005271
5272,SHP005272,5272,2,2025-12-25,2025-12-26,2025-12-26,Delivered,TRK00005272
5273,SHP005273,5273,5,2025-10-27,2025-10-29,,Pending,TRK00005273
5274,SHP005274,5274,4,2025-07-14,2025-07-19,2025-07-18,Delivered,TRK00005274
5275,SHP005275,5275,2,2026-01-12,2026-01-13,,Pending,TRK00005275
5276,SHP005276,5276,1,2026-01-16,2026-01-23,,Pending,TRK00005276
5277,SHP005277,5277,3,2026-01-20,2026-01-20,2026-01-19,Delivered,TRK00005277
5278,SHP005278,5278,2,2025-07-23,2025-07-30,2025-08-02,Delivered,TRK00005278
5279,SHP005279,5279,5,2026-02-01,2026-02-02,,Pending,TRK00005279
5280,SHP005280,5280,2,2026-02-03,2026-02-03,2026-02-04,Delivered,TRK00005280
5281,SHP005281,5281,3,2026-02-23,2026-02-23,,In Transit,TRK00005281
5282,SHP005282,5282,1,2026-03-14,2026-03-19,,Pending,TRK00005282
5283,SHP005283,5283,2,2026-01-23,2026-01-25,,Pending,TRK00005283
5284,SHP005284,5284,5,2026-05-30,2026-06-06,,Pending,TRK00005284
5285,SHP005285,5285,4,2025-12-11,2025-12-11,,Pending,TRK00005285
5286,SHP005286,5286,3,2026-02-04,2026-02-06,2026-02-09,Delivered,TRK00005286
5287,SHP005287,5287,2,2026-03-15,2026-03-22,,Pending,TRK00005287
5288,SHP005288,5288,2,2025-08-08,2025-08-15,,Pending,TRK00005288
5289,SHP005289,5289,5,2026-02-18,2026-02-18,,Pending,TRK00005289
5290,SHP005290,5290,5,2026-04-10,2026-04-12,2026-04-12,Delivered,TRK00005290
5291,SHP005291,5291,3,2025-12-19,2025-12-19,2025-12-21,Delivered,TRK00005291
5292,SHP005292,5292,5,2026-03-20,2026-03-21,2026-03-24,Delivered,TRK00005292
5293,SHP005293,5293,2,2026-01-31,2026-02-01,,In Transit,TRK00005293
5294,SHP005294,5294,4,2026-06-03,2026-06-08,,In Transit,TRK00005294
5295,SHP005295,5295,2,2025-12-20,2025-12-25,2025-12-25,Delivered,TRK00005295
5296,SHP005296,5296,5,2025-09-03,2025-09-10,,Pending,TRK00005296
5297,SHP005297,5297,4,2025-07-27,2025-07-29,,Pending,TRK00005297
5298,SHP005298,5298,5,2025-11-13,2025-11-14,,Pending,TRK00005298
5299,SHP005299,5299,5,2025-08-14,2025-08-21,,Pending,TRK00005299
5300,SHP005300,5300,5,2026-02-05,2026-02-10,,Pending,TRK00005300
5301,SHP005301,5301,1,2026-02-13,2026-02-18,2026-02-22,Delivered,TRK00005301
5302,SHP005302,5302,2,2025-12-20,2025-12-20,2025-12-19,Delivered,TRK00005302
5303,SHP005303,5303,4,2025-12-01,2025-12-03,,In Transit,TRK00005303
5304,SHP005304,5304,4,2025-11-27,2025-11-27,,Pending,TRK00005304
5305,SHP005305,5305,5,2026-02-28,2026-02-28,,In Transit,TRK00005305
5306,SHP005306,5306,5,2025-10-15,2025-10-22,,Pending,TRK00005306
5307,SHP005307,5307,5,2025-08-14,2025-08-16,,In Transit,TRK00005307
5308,SHP005308,5308,4,2025-12-05,2025-12-05,,Pending,TRK00005308
5309,SHP005309,5309,5,2025-08-29,2025-09-03,,In Transit,TRK00005309
5310,SHP005310,5310,5,2025-12-24,2025-12-31,,Pending,TRK00005310
5311,SHP005311,5311,1,2025-10-18,2025-10-23,,Pending,TRK00005311
5312,SHP005312,5312,1,2026-03-23,2026-03-24,2026-03-23,Delivered,TRK00005312
5313,SHP005313,5313,2,2025-11-21,2025-11-22,,Pending,TRK00005313
5314,SHP005314,5314,3,2026-03-16,2026-03-16,,In Transit,TRK00005314
5315,SHP005315,5315,3,2026-04-25,2026-05-02,,In Transit,TRK00005315
5316,SHP005316,5316,1,2026-07-01,2026-07-08,,In Transit,TRK00005316
5317,SHP005317,5317,3,2025-12-22,2025-12-22,2025-12-22,Delivered,TRK00005317
5318,SHP005318,5318,4,2026-02-06,2026-02-13,,In Transit,TRK00005318
5319,SHP005319,5319,1,2025-09-19,2025-09-19,2025-09-18,Delivered,TRK00005319
5320,SHP005320,5320,2,2026-04-17,2026-04-17,2026-04-17,Delivered,TRK00005320
5321,SHP005321,5321,2,2026-05-02,2026-05-07,2026-05-07,Delivered,TRK00005321
5322,SHP005322,5322,2,2025-11-06,2025-11-11,,Pending,TRK00005322
5323,SHP005323,5323,1,2025-11-20,2025-11-20,2025-11-22,Delivered,TRK00005323
5324,SHP005324,5324,2,2025-07-23,2025-07-28,2025-07-31,Delivered,TRK00005324
5325,SHP005325,5325,3,2025-09-16,2025-09-18,2025-09-21,Delivered,TRK00005325
5326,SHP005326,5326,4,2026-04-20,2026-04-25,,In Transit,TRK00005326
5327,SHP005327,5327,5,2026-04-15,2026-04-15,,In Transit,TRK00005327
5328,SHP005328,5328,3,2025-12-16,2025-12-18,2025-12-18,Delivered,TRK00005328
5329,SHP005329,5329,4,2026-04-08,2026-04-15,,Pending,TRK00005329
5330,SHP005330,5330,1,2026-06-10,2026-06-12,,Pending,TRK00005330
5331,SHP005331,5331,5,2025-09-23,2025-09-30,,Pending,TRK00005331
5332,SHP005332,5332,1,2025-10-30,2025-10-31,,Pending,TRK00005332
5333,SHP005333,5333,3,2026-04-03,2026-04-10,,Pending,TRK00005333
5334,SHP005334,5334,3,2026-07-11,2026-07-11,,Pending,TRK00005334
5335,SHP005335,5335,1,2026-06-02,2026-06-07,,In Transit,TRK00005335
5336,SHP005336,5336,1,2026-06-30,2026-07-05,,Pending,TRK00005336
5337,SHP005337,5337,2,2025-12-08,2025-12-15,2025-12-14,Delivered,TRK00005337
5338,SHP005338,5338,2,2025-08-03,2025-08-05,2025-08-09,Delivered,TRK00005338
5339,SHP005339,5339,2,2026-04-30,2026-05-02,2026-05-04,Delivered,TRK00005339
5340,SHP005340,5340,2,2025-08-29,2025-08-31,,In Transit,TRK00005340
5341,SHP005341,5341,5,2026-05-18,2026-05-23,,Pending,TRK00005341
5342,SHP005342,5342,3,2026-02-25,2026-02-26,2026-03-01,Delivered,TRK00005342
5343,SHP005343,5343,5,2025-10-09,2025-10-10,,In Transit,TRK00005343
5344,SHP005344,5344,3,2025-09-01,2025-09-06,,In Transit,TRK00005344
5345,SHP005345,5345,4,2026-05-08,2026-05-09,,In Transit,TRK00005345
5346,SHP005346,5346,5,2026-02-11,2026-02-16,,Pending,TRK00005346
5347,SHP005347,5347,1,2026-04-21,2026-04-22,2026-04-23,Delivered,TRK00005347
5348,SHP005348,5348,3,2025-12-07,2025-12-08,2025-12-10,Delivered,TRK00005348
5349,SHP005349,5349,3,2025-08-22,2025-08-27,,Pending,TRK00005349
5350,SHP005350,5350,5,2025-11-22,2025-11-29,,In Transit,TRK00005350
5351,SHP005351,5351,5,2025-07-14,2025-07-16,2025-07-18,Delivered,TRK00005351
5352,SHP005352,5352,2,2026-06-21,2026-06-26,,Pending,TRK00005352
5353,SHP005353,5353,2,2025-11-23,2025-11-24,,In Transit,TRK00005353
5354,SHP005354,5354,2,2026-03-04,2026-03-04,2026-03-05,Delivered,TRK00005354
5355,SHP005355,5355,4,2025-10-26,2025-10-28,2025-10-31,Delivered,TRK00005355
5356,SHP005356,5356,4,2026-01-23,2026-01-30,,In Transit,TRK00005356
5357,SHP005357,5357,4,2025-07-19,2025-07-24,,In Transit,TRK00005357
