Discount_ID,Order_ID,Discount_Type,Discount_Value,Discount_Reason,Created_Date
2115,42525,New Customer,7781.5,New Customer Applied,2026-07-20
2116,2081,Promotional Campaign,9906.75,Promotional Campaign Applied,2026-07-20
2117,24784,New Customer,33400.13,New Customer Applied,2026-07-20
2118,18518,Corporate Discount,2998.42,Corporate Discount Applied,2026-07-20
2119,35785,Promotional Campaign,41003.45,Promotional Campaign Applied,2026-07-20
2120,37506,Seasonal Offer,35292.19,Seasonal Offer Applied,2026-07-20
2121,33553,Festival Offer,55163.28,Festival Offer Applied,2026-07-20
2122,48133,Festival Offer,77297.12,Festival Offer Applied,2026-07-20
2123,20672,Seasonal Offer,7278.49,Seasonal Offer Applied,2026-07-20
2124,1198,New Customer,1296.62,New Customer Applied,2026-07-20
2125,33146,Festival Offer,647.53,Festival Offer Applied,2026-07-20
2126,12345,Promotional Campaign,114670.0,Promotional Campaign Applied,2026-07-20
2127,39192,Festival Offer,16878.77,Festival Offer Applied,2026-07-20
2128,36568,Promotional Campaign,54673.54,Promotional Campaign Applied,2026-07-20
2129,28971,Seasonal Offer,17665.39,Seasonal Offer Applied,2026-07-20
2130,2632,New Customer,1673.64,New Customer Applied,2026-07-20
2131,39825,New Customer,8225.43,New Customer Applied,2026-07-20
2132,15408,Promotional Campaign,95463.36,Promotional Campaign Applied,2026-07-20
2133,6232,Corporate Discount,143876.41,Corporate Discount Applied,2026-07-20
2134,43130,New Customer,190460.54,New Customer Applied,2026-07-20
2135,28405,Seasonal Offer,1420.78,Seasonal Offer Applied,2026-07-20
2136,36656,Festival Offer,14377.11,Festival Offer Applied,2026-07-20
2137,4627,New Customer,43918.14,New Customer Applied,2026-07-20
2138,32614,New Customer,13361.08,New Customer Applied,2026-07-20
2139,47888,Corporate Discount,8882.95,Corporate Discount Applied,2026-07-20
2140,34999,Promotional Campaign,89620.49,Promotional Campaign Applied,2026-07-20
2141,49072,Promotional Campaign,36286.58,Promotional Campaign Applied,2026-07-20
2142,38601,New Customer,6332.03,New Customer Applied,2026-07-20
2143,8986,Corporate Discount,24050.56,Corporate Discount Applied,2026-07-20
2144,23390,Promotional Campaign,22894.92,Promotional Campaign Applied,2026-07-20
2145,46829,Festival Offer,4726.51,Festival Offer Applied,2026-07-20
2146,24529,New Customer,21701.17,New Customer Applied,2026-07-20
2147,5539,Promotional Campaign,14815.91,Promotional Campaign Applied,2026-07-20
2148,13929,Promotional Campaign,16136.8,Promotional Campaign Applied,2026-07-20
2149,43068,Promotional Campaign,16569.29,Promotional Campaign Applied,2026-07-20
2150,5614,Festival Offer,9200.99,Festival Offer Applied,2026-07-20
2151,21919,New Customer,22864.89,New Customer Applied,2026-07-20
2152,35355,Seasonal Offer,18423.89,Seasonal Offer Applied,2026-07-20
2153,12814,New Customer,14548.24,New Customer Applied,2026-07-20
2154,37644,New Customer,67829.14,New Customer Applied,2026-07-20
2155,47313,Seasonal Offer,97283.12,Seasonal Offer Applied,2026-07-20
2156,45852,Seasonal Offer,7187.08,Seasonal Offer Applied,2026-07-20
2157,48796,Corporate Discount,909.63,Corporate Discount Applied,2026-07-20
2158,2263,New Customer,4922.79,New Customer Applied,2026-07-20
2159,37487,Corporate Discount,7051.33,Corporate Discount Applied,2026-07-20
2160,8830,Promotional Campaign,41479.4,Promotional Campaign Applied,2026-07-20
2161,32918,New Customer,55007.67,New Customer Applied,2026-07-20
2162,2948,Festival Offer,43543.7,Festival Offer Applied,2026-07-20
2163,39770,Corporate Discount,96518.66,Corporate Discount Applied,2026-07-20
2164,28126,Seasonal Offer,18808.17,Seasonal Offer Applied,2026-07-20
2165,19783,Festival Offer,206.36,Festival Offer Applied,2026-07-20
2166,30307,Corporate Discount,67247.58,Corporate Discount Applied,2026-07-20
2167,24392,Promotional Campaign,4814.53,Promotional Campaign Applied,2026-07-20
2168,29106,New Customer,3317.3,New Customer Applied,2026-07-20
2169,16465,Festival Offer,20877.0,Festival Offer Applied,2026-07-20
2170,16423,Promotional Campaign,13260.32,Promotional Campaign Applied,2026-07-20
2171,41271,Seasonal Offer,4066.33,Seasonal Offer Applied,2026-07-20
2172,39886,Promotional Campaign,74314.95,Promotional Campaign Applied,2026-07-20
2173,41528,Promotional Campaign,27431.57,Promotional Campaign Applied,2026-07-20
2174,23798,Corporate Discount,4389.45,Corporate Discount Applied,2026-07-20
2175,40230,Corporate Discount,3931.55,Corporate Discount Applied,2026-07-20
2176,12710,Promotional Campaign,679.02,Promotional Campaign Applied,2026-07-20
2177,2338,Seasonal Offer,2394.92,Seasonal Offer Applied,2026-07-20
2178,46240,New Customer,27464.41,New Customer Applied,2026-07-20
2179,7329,Festival Offer,69053.23,Festival Offer Applied,2026-07-20
2180,23186,Festival Offer,19358.77,Festival Offer Applied,2026-07-20
2181,46505,New Customer,25286.14,New Customer Applied,2026-07-20
2182,21779,Promotional Campaign,61819.19,Promotional Campaign Applied,2026-07-20
2183,13397,New Customer,435.59,New Customer Applied,2026-07-20
2184,29084,Promotional Campaign,3537.85,Promotional Campaign Applied,2026-07-20
2185,34554,New Customer,758.34,New Customer Applied,2026-07-20
2186,31263,Corporate Discount,17246.35,Corporate Discount Applied,2026-07-20
2187,7914,New Customer,44743.69,New Customer Applied,2026-07-20
2188,21896,Seasonal Offer,26798.47,Seasonal Offer Applied,2026-07-20
2189,28658,Seasonal Offer,6301.99,Seasonal Offer Applied,2026-07-20
2190,49567,New Customer,15500.1,New Customer Applied,2026-07-20
2191,9343,Seasonal Offer,11490.2,Seasonal Offer Applied,2026-07-20
2192,43053,Festival Offer,322.75,Festival Offer Applied,2026-07-20
2193,49809,Festival Offer,22239.28,Festival Offer Applied,2026-07-20
2194,12227,Seasonal Offer,16096.34,Seasonal Offer Applied,2026-07-20
2195,37672,Promotional Campaign,11136.43,Promotional Campaign Applied,2026-07-20
2196,44093,New Customer,61686.77,New Customer Applied,2026-07-20
2197,45344,New Customer,29035.37,New Customer Applied,2026-07-20
2198,295,Promotional Campaign,2275.7,Promotional Campaign Applied,2026-07-20
2199,34661,Corporate Discount,6171.95,Corporate Discount Applied,2026-07-20
2200,41418,New Customer,8380.54,New Customer Applied,2026-07-20
2201,13173,New Customer,14226.77,New Customer Applied,2026-07-20
2202,4106,Corporate Discount,26601.39,Corporate Discount Applied,2026-07-20
2203,7560,Seasonal Offer,12240.76,Seasonal Offer Applied,2026-07-20
2204,29613,New Customer,11714.95,New Customer Applied,2026-07-20
2205,46134,Corporate Discount,4182.39,Corporate Discount Applied,2026-07-20
2206,6583,Festival Offer,10432.65,Festival Offer Applied,2026-07-20
2207,35264,Festival Offer,35227.06,Festival Offer Applied,2026-07-20
2208,34978,Corporate Discount,80868.07,Corporate Discount Applied,2026-07-20
2209,2210,New Customer,1127.48,New Customer Applied,2026-07-20
2210,46836,Festival Offer,10009.12,Festival Offer Applied,2026-07-20
2211,14849,Corporate Discount,7241.82,Corporate Discount Applied,2026-07-20
2212,13302,Seasonal Offer,12234.46,Seasonal Offer Applied,2026-07-20
2213,15978,Festival Offer,58893.14,Festival Offer Applied,2026-07-20
2214,24869,Corporate Discount,5571.62,Corporate Discount Applied,2026-07-20
2215,26144,Festival Offer,14043.47,Festival Offer Applied,2026-07-20
2216,31499,New Customer,17189.69,New Customer Applied,2026-07-20
2217,45432,Promotional Campaign,43564.57,Promotional Campaign Applied,2026-07-20
2218,28156,Corporate Discount,6578.77,Corporate Discount Applied,2026-07-20
2219,908,New Customer,34707.16,New Customer Applied,2026-07-20
2220,20336,Corporate Discount,71083.06,Corporate Discount Applied,2026-07-20
2221,2527,New Customer,75517.68,New Customer Applied,2026-07-20
2222,29362,Promotional Campaign,50912.52,Promotional Campaign Applied,2026-07-20
2223,46746,Festival Offer,17753.08,Festival Offer Applied,2026-07-20
2224,38245,Promotional Campaign,30222.06,Promotional Campaign Applied,2026-07-20
2225,36104,Corporate Discount,3227.64,Corporate Discount Applied,2026-07-20
2226,41926,Promotional Campaign,9088.11,Promotional Campaign Applied,2026-07-20
2227,9928,Corporate Discount,22245.93,Corporate Discount Applied,2026-07-20
2228,40961,Festival Offer,16651.26,Festival Offer Applied,2026-07-20
2229,12758,Festival Offer,16048.54,Festival Offer Applied,2026-07-20
2230,23530,Festival Offer,122372.18,Festival Offer Applied,2026-07-20
2231,49623,Promotional Campaign,24160.04,Promotional Campaign Applied,2026-07-20
2232,20177,Corporate Discount,14610.92,Corporate Discount Applied,2026-07-20
2233,1522,Corporate Discount,1946.71,Corporate Discount Applied,2026-07-20
2234,40088,Seasonal Offer,7116.83,Seasonal Offer Applied,2026-07-20
2235,20361,Seasonal Offer,34874.21,Seasonal Offer Applied,2026-07-20
2236,45230,Corporate Discount,15824.15,Corporate Discount Applied,2026-07-20
2237,25956,Promotional Campaign,10939.27,Promotional Campaign Applied,2026-07-20
2238,16717,Seasonal Offer,62328.16,Seasonal Offer Applied,2026-07-20
2239,46823,New Customer,4924.89,New Customer Applied,2026-07-20
2240,27944,Seasonal Offer,19999.39,Seasonal Offer Applied,2026-07-20
2241,12192,Promotional Campaign,2828.82,Promotional Campaign Applied,2026-07-20
2242,37388,New Customer,27301.11,New Customer Applied,2026-07-20
2243,20657,Seasonal Offer,29525.04,Seasonal Offer Applied,2026-07-20
2244,10617,New Customer,230.38,New Customer Applied,2026-07-20
2245,23666,New Customer,12286.2,New Customer Applied,2026-07-20
2246,4536,Festival Offer,31579.08,Festival Offer Applied,2026-07-20
2247,33414,Corporate Discount,30346.2,Corporate Discount Applied,2026-07-20
2248,38069,New Customer,28830.19,New Customer Applied,2026-07-20
2249,29474,New Customer,49317.33,New Customer Applied,2026-07-20
2250,23032,Seasonal Offer,93805.22,Seasonal Offer Applied,2026-07-20
2251,46575,Corporate Discount,33810.14,Corporate Discount Applied,2026-07-20
2252,11138,Corporate Discount,4463.21,Corporate Discount Applied,2026-07-20
2253,17568,New Customer,43255.55,New Customer Applied,2026-07-20
2254,15109,Seasonal Offer,1687.1,Seasonal Offer Applied,2026-07-20
2255,14916,New Customer,5367.62,New Customer Applied,2026-07-20
2256,30121,Seasonal Offer,884.27,Seasonal Offer Applied,2026-07-20
2257,46454,Promotional Campaign,5529.92,Promotional Campaign Applied,2026-07-20
2258,42871,Corporate Discount,1132.29,Corporate Discount Applied,2026-07-20
2259,41028,Promotional Campaign,56467.51,Promotional Campaign Applied,2026-07-20
2260,7261,Festival Offer,8764.89,Festival Offer Applied,2026-07-20
2261,30134,Corporate Discount,1511.42,Corporate Discount Applied,2026-07-20
2262,7489,Festival Offer,1096.36,Festival Offer Applied,2026-07-20
2263,25077,Seasonal Offer,34830.29,Seasonal Offer Applied,2026-07-20
2264,40966,Corporate Discount,11670.06,Corporate Discount Applied,2026-07-20
2265,17859,Corporate Discount,13798.91,Corporate Discount Applied,2026-07-20
2266,42032,New Customer,28850.71,New Customer Applied,2026-07-20
2267,38280,Seasonal Offer,1360.03,Seasonal Offer Applied,2026-07-20
2268,49725,Festival Offer,9261.88,Festival Offer Applied,2026-07-20
2269,19198,Corporate Discount,1663.38,Corporate Discount Applied,2026-07-20
2270,38211,Seasonal Offer,73078.88,Seasonal Offer Applied,2026-07-20
2271,40564,Corporate Discount,4823.09,Corporate Discount Applied,2026-07-20
2272,47880,Seasonal Offer,12766.18,Seasonal Offer Applied,2026-07-20
2273,33742,Seasonal Offer,15913.06,Seasonal Offer Applied,2026-07-20
2274,10392,New Customer,8100.29,New Customer Applied,2026-07-20
2275,28081,Promotional Campaign,37119.92,Promotional Campaign Applied,2026-07-20
2276,38357,Seasonal Offer,9592.87,Seasonal Offer Applied,2026-07-20
2277,38968,New Customer,19173.67,New Customer Applied,2026-07-20
2278,36352,Seasonal Offer,12206.69,Seasonal Offer Applied,2026-07-20
2279,23389,Promotional Campaign,587.79,Promotional Campaign Applied,2026-07-20
2280,2963,Promotional Campaign,50954.67,Promotional Campaign Applied,2026-07-20
2281,26495,Promotional Campaign,4127.04,Promotional Campaign Applied,2026-07-20
2282,32551,New Customer,25642.61,New Customer Applied,2026-07-20
2283,46847,New Customer,76818.3,New Customer Applied,2026-07-20
2284,10971,Corporate Discount,18585.03,Corporate Discount Applied,2026-07-20
2285,39685,Festival Offer,72212.51,Festival Offer Applied,2026-07-20
2286,41015,Promotional Campaign,4465.88,Promotional Campaign Applied,2026-07-20
2287,46353,Seasonal Offer,19570.21,Seasonal Offer Applied,2026-07-20
2288,21736,Promotional Campaign,71450.33,Promotional Campaign Applied,2026-07-20
2289,25061,Corporate Discount,18947.79,Corporate Discount Applied,2026-07-20
2290,13351,New Customer,96257.13,New Customer Applied,2026-07-20
2291,42462,Corporate Discount,25080.36,Corporate Discount Applied,2026-07-20
2292,1467,Promotional Campaign,21213.25,Promotional Campaign Applied,2026-07-20
2293,16471,Promotional Campaign,28000.53,Promotional Campaign Applied,2026-07-20
2294,40530,Seasonal Offer,31270.34,Seasonal Offer Applied,2026-07-20
2295,33980,New Customer,94.75,New Customer Applied,2026-07-20
2296,38487,Promotional Campaign,25953.8,Promotional Campaign Applied,2026-07-20
2297,15993,Festival Offer,15278.3,Festival Offer Applied,2026-07-20
2298,10543,Promotional Campaign,8688.93,Promotional Campaign Applied,2026-07-20
2299,40857,Seasonal Offer,84808.07,Seasonal Offer Applied,2026-07-20
2300,18393,Promotional Campaign,21307.03,Promotional Campaign Applied,2026-07-20
2301,3072,Corporate Discount,10487.06,Corporate Discount Applied,2026-07-20
2302,37650,Festival Offer,24192.39,Festival Offer Applied,2026-07-20
2303,978,Seasonal Offer,45866.69,Seasonal Offer Applied,2026-07-20
2304,12591,New Customer,20973.11,New Customer Applied,2026-07-20
2305,40438,Corporate Discount,8926.14,Corporate Discount Applied,2026-07-20
2306,42504,Festival Offer,5737.65,Festival Offer Applied,2026-07-20
2307,35400,Seasonal Offer,17334.02,Seasonal Offer Applied,2026-07-20
2308,3739,Promotional Campaign,35541.72,Promotional Campaign Applied,2026-07-20
2309,34202,Festival Offer,47969.45,Festival Offer Applied,2026-07-20
2310,40134,Promotional Campaign,21484.15,Promotional Campaign Applied,2026-07-20
2311,10933,Corporate Discount,77543.07,Corporate Discount Applied,2026-07-20
2312,18024,Promotional Campaign,13302.81,Promotional Campaign Applied,2026-07-20
2313,44985,Seasonal Offer,46053.02,Seasonal Offer Applied,2026-07-20
2314,3952,New Customer,2582.69,New Customer Applied,2026-07-20
2315,7121,New Customer,1569.93,New Customer Applied,2026-07-20
2316,21,New Customer,30702.32,New Customer Applied,2026-07-20
2317,46964,Seasonal Offer,56359.55,Seasonal Offer Applied,2026-07-20
2318,25807,Festival Offer,30381.33,Festival Offer Applied,2026-07-20
2319,36424,Seasonal Offer,16522.33,Seasonal Offer Applied,2026-07-20
2320,34325,New Customer,19234.32,New Customer Applied,2026-07-20
2321,48313,New Customer,5838.49,New Customer Applied,2026-07-20
2322,47037,Festival Offer,5255.88,Festival Offer Applied,2026-07-20
2323,13675,Promotional Campaign,8235.37,Promotional Campaign Applied,2026-07-20
2324,33497,Festival Offer,21084.99,Festival Offer Applied,2026-07-20
2325,44958,Seasonal Offer,22587.57,Seasonal Offer Applied,2026-07-20
2326,21669,Festival Offer,72645.17,Festival Offer Applied,2026-07-20
2327,14679,Festival Offer,11090.41,Festival Offer Applied,2026-07-20
2328,435,Promotional Campaign,16591.55,Promotional Campaign Applied,2026-07-20
2329,23746,New Customer,9229.41,New Customer Applied,2026-07-20
2330,34910,Corporate Discount,541.7,Corporate Discount Applied,2026-07-20
2331,38549,Seasonal Offer,39312.71,Seasonal Offer Applied,2026-07-20
2332,17188,Corporate Discount,82633.06,Corporate Discount Applied,2026-07-20
2333,7414,Seasonal Offer,8003.31,Seasonal Offer Applied,2026-07-20
2334,5474,Corporate Discount,55697.82,Corporate Discount Applied,2026-07-20
2335,31573,Corporate Discount,2416.1,Corporate Discount Applied,2026-07-20
2336,24919,Festival Offer,4507.49,Festival Offer Applied,2026-07-20
2337,33602,New Customer,27509.47,New Customer Applied,2026-07-20
2338,9127,Promotional Campaign,6796.18,Promotional Campaign Applied,2026-07-20
2339,41363,Seasonal Offer,17660.2,Seasonal Offer Applied,2026-07-20
2340,2177,Seasonal Offer,41351.44,Seasonal Offer Applied,2026-07-20
2341,35730,New Customer,14937.46,New Customer Applied,2026-07-20
2342,7114,Corporate Discount,71046.19,Corporate Discount Applied,2026-07-20
2343,16225,Festival Offer,60905.79,Festival Offer Applied,2026-07-20
2344,7446,Festival Offer,13349.88,Festival Offer Applied,2026-07-20
2345,17068,Seasonal Offer,49154.68,Seasonal Offer Applied,2026-07-20
2346,345,Promotional Campaign,74761.65,Promotional Campaign Applied,2026-07-20
2347,35438,New Customer,47400.79,New Customer Applied,2026-07-20
2348,45926,Promotional Campaign,98582.25,Promotional Campaign Applied,2026-07-20
2349,49868,Corporate Discount,17111.08,Corporate Discount Applied,2026-07-20
2350,44779,New Customer,19119.97,New Customer Applied,2026-07-20
2351,31944,Corporate Discount,23087.02,Corporate Discount Applied,2026-07-20
2352,36184,Festival Offer,18614.64,Festival Offer Applied,2026-07-20
2353,6398,New Customer,18472.21,New Customer Applied,2026-07-20
2354,22916,Seasonal Offer,7690.4,Seasonal Offer Applied,2026-07-20
2355,33560,Seasonal Offer,2491.31,Seasonal Offer Applied,2026-07-20
2356,11708,Promotional Campaign,44587.18,Promotional Campaign Applied,2026-07-20
2357,44814,Promotional Campaign,284.36,Promotional Campaign Applied,2026-07-20
2358,5953,New Customer,48587.91,New Customer Applied,2026-07-20
2359,34550,Promotional Campaign,43852.98,Promotional Campaign Applied,2026-07-20
2360,3857,Festival Offer,22113.26,Festival Offer Applied,2026-07-20
2361,30145,Corporate Discount,3450.67,Corporate Discount Applied,2026-07-20
2362,27059,Seasonal Offer,32556.79,Seasonal Offer Applied,2026-07-20
2363,12379,Festival Offer,4502.98,Festival Offer Applied,2026-07-20
2364,8081,Corporate Discount,44569.93,Corporate Discount Applied,2026-07-20
2365,43370,Festival Offer,61335.75,Festival Offer Applied,2026-07-20
2366,9376,Promotional Campaign,13011.9,Promotional Campaign Applied,2026-07-20
2367,34867,Festival Offer,15600.81,Festival Offer Applied,2026-07-20
2368,46152,New Customer,55341.52,New Customer Applied,2026-07-20
2369,46755,New Customer,3064.36,New Customer Applied,2026-07-20
2370,6277,Corporate Discount,2902.68,Corporate Discount Applied,2026-07-20
2371,27882,New Customer,9353.93,New Customer Applied,2026-07-20
2372,21878,Festival Offer,5930.48,Festival Offer Applied,2026-07-20
2373,8790,New Customer,41115.6,New Customer Applied,2026-07-20
2374,34194,Corporate Discount,79757.69,Corporate Discount Applied,2026-07-20
2375,29125,Promotional Campaign,79245.61,Promotional Campaign Applied,2026-07-20
2376,46046,Seasonal Offer,10627.55,Seasonal Offer Applied,2026-07-20
2377,3286,New Customer,2353.23,New Customer Applied,2026-07-20
2378,17304,Festival Offer,24380.4,Festival Offer Applied,2026-07-20
2379,425,Corporate Discount,11762.8,Corporate Discount Applied,2026-07-20
2380,13313,Festival Offer,4991.23,Festival Offer Applied,2026-07-20
2381,40435,Corporate Discount,22933.33,Corporate Discount Applied,2026-07-20
2382,23648,Seasonal Offer,20772.68,Seasonal Offer Applied,2026-07-20
2383,8424,New Customer,9898.7,New Customer Applied,2026-07-20
2384,31909,New Customer,12791.6,New Customer Applied,2026-07-20
2385,34658,Seasonal Offer,14732.75,Seasonal Offer Applied,2026-07-20
2386,25334,Seasonal Offer,364.76,Seasonal Offer Applied,2026-07-20
2387,31039,Festival Offer,8609.01,Festival Offer Applied,2026-07-20
2388,26903,Festival Offer,37596.4,Festival Offer Applied,2026-07-20
2389,5939,Promotional Campaign,27753.7,Promotional Campaign Applied,2026-07-20
2390,29729,Promotional Campaign,54907.44,Promotional Campaign Applied,2026-07-20
2391,47681,New Customer,45497.01,New Customer Applied,2026-07-20
2392,44567,Promotional Campaign,41005.81,Promotional Campaign Applied,2026-07-20
2393,2421,New Customer,9481.64,New Customer Applied,2026-07-20
2394,23309,Promotional Campaign,20793.37,Promotional Campaign Applied,2026-07-20
2395,24012,Seasonal Offer,12282.6,Seasonal Offer Applied,2026-07-20
2396,24390,Seasonal Offer,37902.77,Seasonal Offer Applied,2026-07-20
2397,49793,Corporate Discount,43382.67,Corporate Discount Applied,2026-07-20
2398,22459,New Customer,20429.44,New Customer Applied,2026-07-20
2399,49389,Seasonal Offer,3694.18,Seasonal Offer Applied,2026-07-20
2400,25026,Corporate Discount,15533.33,Corporate Discount Applied,2026-07-20
2401,47404,Festival Offer,2853.21,Festival Offer Applied,2026-07-20
2402,1855,Promotional Campaign,55666.31,Promotional Campaign Applied,2026-07-20
2403,41574,Corporate Discount,80734.53,Corporate Discount Applied,2026-07-20
2404,36909,Corporate Discount,47782.4,Corporate Discount Applied,2026-07-20
2405,13296,Promotional Campaign,21499.07,Promotional Campaign Applied,2026-07-20
2406,35052,Festival Offer,21555.2,Festival Offer Applied,2026-07-20
2407,39868,Promotional Campaign,14158.24,Promotional Campaign Applied,2026-07-20
2408,20357,Festival Offer,19426.73,Festival Offer Applied,2026-07-20
2409,1933,New Customer,2218.35,New Customer Applied,2026-07-20
2410,8088,Promotional Campaign,22401.63,Promotional Campaign Applied,2026-07-20
2411,44755,Promotional Campaign,12828.16,Promotional Campaign Applied,2026-07-20
2412,14512,Seasonal Offer,3164.18,Seasonal Offer Applied,2026-07-20
2413,48664,Promotional Campaign,7448.9,Promotional Campaign Applied,2026-07-20
2414,46708,Seasonal Offer,75229.7,Seasonal Offer Applied,2026-07-20
2415,47612,Promotional Campaign,6301.78,Promotional Campaign Applied,2026-07-20
2416,45925,Festival Offer,6173.05,Festival Offer Applied,2026-07-20
2417,7216,Seasonal Offer,43461.58,Seasonal Offer Applied,2026-07-20
2418,43672,Seasonal Offer,66586.72,Seasonal Offer Applied,2026-07-20
2419,11408,New Customer,53674.07,New Customer Applied,2026-07-20
2420,29210,Corporate Discount,46215.3,Corporate Discount Applied,2026-07-20
2421,9847,Seasonal Offer,24930.91,Seasonal Offer Applied,2026-07-20
2422,19624,Seasonal Offer,61485.78,Seasonal Offer Applied,2026-07-20
2423,23188,Seasonal Offer,30086.3,Seasonal Offer Applied,2026-07-20
2424,19197,Festival Offer,40132.63,Festival Offer Applied,2026-07-20
2425,10279,Seasonal Offer,7304.75,Seasonal Offer Applied,2026-07-20
2426,27412,Festival Offer,100484.63,Festival Offer Applied,2026-07-20
2427,24298,New Customer,5170.68,New Customer Applied,2026-07-20
2428,155,Seasonal Offer,34030.76,Seasonal Offer Applied,2026-07-20
2429,19723,Seasonal Offer,37972.13,Seasonal Offer Applied,2026-07-20
2430,5446,Corporate Discount,56568.65,Corporate Discount Applied,2026-07-20
2431,6915,Promotional Campaign,51593.92,Promotional Campaign Applied,2026-07-20
2432,34113,Festival Offer,54842.96,Festival Offer Applied,2026-07-20
2433,5882,Seasonal Offer,3220.39,Seasonal Offer Applied,2026-07-20
2434,45870,Festival Offer,34426.04,Festival Offer Applied,2026-07-20
2435,46897,Corporate Discount,74177.79,Corporate Discount Applied,2026-07-20
2436,13799,New Customer,57712.35,New Customer Applied,2026-07-20
2437,43553,Promotional Campaign,44595.05,Promotional Campaign Applied,2026-07-20
2438,2521,Corporate Discount,5673.13,Corporate Discount Applied,2026-07-20
2439,8217,Festival Offer,3979.86,Festival Offer Applied,2026-07-20
2440,42178,Corporate Discount,30499.42,Corporate Discount Applied,2026-07-20
2441,40547,Seasonal Offer,22033.39,Seasonal Offer Applied,2026-07-20
2442,21257,New Customer,1905.04,New Customer Applied,2026-07-20
2443,33978,Corporate Discount,3195.32,Corporate Discount Applied,2026-07-20
2444,35686,New Customer,50286.43,New Customer Applied,2026-07-20
2445,1914,Seasonal Offer,31955.99,Seasonal Offer Applied,2026-07-20
2446,12422,Promotional Campaign,8076.49,Promotional Campaign Applied,2026-07-20
2447,24084,Seasonal Offer,2447.93,Seasonal Offer Applied,2026-07-20
2448,4061,Corporate Discount,9647.41,Corporate Discount Applied,2026-07-20
2449,27766,Seasonal Offer,12981.52,Seasonal Offer Applied,2026-07-20
2450,15091,Seasonal Offer,39702.68,Seasonal Offer Applied,2026-07-20
2451,33362,Corporate Discount,23508.96,Corporate Discount Applied,2026-07-20
2452,35513,New Customer,10965.31,New Customer Applied,2026-07-20
2453,9271,Promotional Campaign,42056.87,Promotional Campaign Applied,2026-07-20
2454,7386,Corporate Discount,85159.04,Corporate Discount Applied,2026-07-20
2455,30581,New Customer,22722.42,New Customer Applied,2026-07-20
2456,49146,Seasonal Offer,37233.49,Seasonal Offer Applied,2026-07-20
2457,11485,Promotional Campaign,1798.98,Promotional Campaign Applied,2026-07-20
2458,7704,Corporate Discount,17173.52,Corporate Discount Applied,2026-07-20
2459,6234,Corporate Discount,27552.68,Corporate Discount Applied,2026-07-20
2460,36802,New Customer,3953.04,New Customer Applied,2026-07-20
2461,7384,Promotional Campaign,11996.9,Promotional Campaign Applied,2026-07-20
2462,22519,Festival Offer,77113.52,Festival Offer Applied,2026-07-20
2463,1057,Promotional Campaign,10955.61,Promotional Campaign Applied,2026-07-20
2464,6573,Festival Offer,31809.49,Festival Offer Applied,2026-07-20
2465,21193,Promotional Campaign,22844.37,Promotional Campaign Applied,2026-07-20
2466,33028,Seasonal Offer,9908.63,Seasonal Offer Applied,2026-07-20
2467,23139,Seasonal Offer,43901.64,Seasonal Offer Applied,2026-07-20
2468,28633,Seasonal Offer,10836.42,Seasonal Offer Applied,2026-07-20
2469,23027,Corporate Discount,8439.38,Corporate Discount Applied,2026-07-20
2470,30209,Seasonal Offer,18416.57,Seasonal Offer Applied,2026-07-20
2471,40942,Festival Offer,67536.14,Festival Offer Applied,2026-07-20
2472,13151,Seasonal Offer,7619.82,Seasonal Offer Applied,2026-07-20
2473,19113,Promotional Campaign,137217.2,Promotional Campaign Applied,2026-07-20
2474,12799,Corporate Discount,35644.01,Corporate Discount Applied,2026-07-20
2475,28489,Seasonal Offer,9502.49,Seasonal Offer Applied,2026-07-20
2476,5746,Seasonal Offer,11631.38,Seasonal Offer Applied,2026-07-20
2477,35615,Seasonal Offer,71520.27,Seasonal Offer Applied,2026-07-20
2478,13143,New Customer,6747.52,New Customer Applied,2026-07-20
2479,49377,New Customer,20386.75,New Customer Applied,2026-07-20
2480,1062,Seasonal Offer,1532.67,Seasonal Offer Applied,2026-07-20
2481,9547,New Customer,22300.06,New Customer Applied,2026-07-20
2482,33820,New Customer,12508.26,New Customer Applied,2026-07-20
2483,6755,Corporate Discount,12239.3,Corporate Discount Applied,2026-07-20
2484,33848,Corporate Discount,10912.56,Corporate Discount Applied,2026-07-20
2485,17968,New Customer,10141.27,New Customer Applied,2026-07-20
2486,1005,Corporate Discount,6193.68,Corporate Discount Applied,2026-07-20
2487,26147,Promotional Campaign,1903.25,Promotional Campaign Applied,2026-07-20
2488,48549,Festival Offer,5306.67,Festival Offer Applied,2026-07-20
2489,38714,Festival Offer,33089.99,Festival Offer Applied,2026-07-20
2490,15511,Festival Offer,7989.76,Festival Offer Applied,2026-07-20
2491,42189,New Customer,53662.57,New Customer Applied,2026-07-20
2492,10207,Corporate Discount,42444.74,Corporate Discount Applied,2026-07-20
2493,25741,Promotional Campaign,8496.24,Promotional Campaign Applied,2026-07-20
2494,13498,Corporate Discount,65062.47,Corporate Discount Applied,2026-07-20
2495,20323,New Customer,2247.58,New Customer Applied,2026-07-20
2496,8619,New Customer,7764.81,New Customer Applied,2026-07-20
2497,13996,Corporate Discount,29930.76,Corporate Discount Applied,2026-07-20
2498,6643,Festival Offer,9979.41,Festival Offer Applied,2026-07-20
2499,34361,Seasonal Offer,15106.31,Seasonal Offer Applied,2026-07-20
2500,44552,Corporate Discount,11239.25,Corporate Discount Applied,2026-07-20
