Return_ID,Return_Number,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Amount,Created_Date
770,RET000770,12566,2025-08-11,Customer Changed Mind,Rejected,0.0,2026-07-13
771,RET000771,45902,2026-05-25,Defective Product,Approved,21190.66,2026-07-13
772,RET000772,38952,2025-08-25,Late Delivery,Approved,149273.79,2026-07-13
773,RET000773,6780,2025-10-11,Defective Product,Approved,67671.3,2026-07-13
774,RET000774,7793,2026-06-05,Late Delivery,Rejected,0.0,2026-07-13
775,RET000775,26278,2026-01-05,Damaged Product,Pending,90202.04,2026-07-13
776,RET000776,13018,2026-01-01,Damaged Product,Pending,279557.75,2026-07-13
777,RET000777,11712,2025-09-19,Defective Product,Pending,175456.51,2026-07-13
778,RET000778,21943,2026-03-31,Wrong Product Delivered,Pending,183018.18,2026-07-13
779,RET000779,22242,2026-05-05,Defective Product,Rejected,0.0,2026-07-13
780,RET000780,25791,2026-06-10,Late Delivery,Rejected,0.0,2026-07-13
781,RET000781,23814,2025-10-02,Damaged Product,Rejected,0.0,2026-07-13
782,RET000782,7338,2026-02-19,Late Delivery,Approved,22038.57,2026-07-13
783,RET000783,19121,2025-12-09,Customer Changed Mind,Approved,118362.16,2026-07-13
784,RET000784,33858,2026-07-12,Defective Product,Rejected,0.0,2026-07-13
785,RET000785,40117,2025-10-27,Late Delivery,Rejected,0.0,2026-07-13
786,RET000786,12707,2025-10-25,Wrong Product Delivered,Pending,2629.52,2026-07-13
787,RET000787,3887,2025-08-09,Damaged Product,Pending,199859.66,2026-07-13
788,RET000788,33343,2026-05-11,Damaged Product,Rejected,0.0,2026-07-13
789,RET000789,23846,2025-08-15,Late Delivery,Pending,128427.83,2026-07-13
790,RET000790,19399,2025-11-12,Damaged Product,Approved,53958.63,2026-07-13
791,RET000791,8357,2025-09-30,Damaged Product,Rejected,0.0,2026-07-13
792,RET000792,26681,2026-01-02,Late Delivery,Rejected,0.0,2026-07-13
793,RET000793,33610,2025-12-02,Wrong Product Delivered,Approved,1720.19,2026-07-13
794,RET000794,35876,2025-12-18,Wrong Product Delivered,Approved,272103.14,2026-07-13
795,RET000795,26178,2026-04-06,Customer Changed Mind,Rejected,0.0,2026-07-13
796,RET000796,17685,2026-06-01,Damaged Product,Pending,63571.91,2026-07-13
797,RET000797,22795,2025-10-11,Defective Product,Pending,10045.38,2026-07-13
798,RET000798,30931,2025-10-24,Damaged Product,Approved,37367.31,2026-07-13
799,RET000799,14326,2025-12-20,Customer Changed Mind,Rejected,0.0,2026-07-13
800,RET000800,2890,2026-05-19,Damaged Product,Approved,71728.68,2026-07-13
801,RET000801,44901,2025-07-29,Defective Product,Rejected,0.0,2026-07-13
802,RET000802,30059,2026-02-22,Late Delivery,Pending,43102.22,2026-07-13
803,RET000803,36215,2026-02-17,Wrong Product Delivered,Pending,329668.28,2026-07-13
804,RET000804,5586,2026-03-29,Damaged Product,Approved,109739.36,2026-07-13
805,RET000805,2919,2025-08-07,Wrong Product Delivered,Rejected,0.0,2026-07-13
806,RET000806,2532,2025-11-12,Defective Product,Pending,100747.06,2026-07-13
807,RET000807,16566,2026-04-20,Damaged Product,Rejected,0.0,2026-07-13
808,RET000808,33182,2025-09-12,Late Delivery,Approved,173762.24,2026-07-13
809,RET000809,3169,2025-11-21,Defective Product,Approved,67864.79,2026-07-13
810,RET000810,6159,2026-02-17,Wrong Product Delivered,Approved,179232.35,2026-07-13
811,RET000811,33736,2026-03-08,Damaged Product,Pending,228274.94,2026-07-13
812,RET000812,44899,2025-08-28,Late Delivery,Approved,352909.47,2026-07-13
813,RET000813,31380,2026-04-06,Damaged Product,Pending,91125.09,2026-07-13
814,RET000814,43716,2025-12-06,Wrong Product Delivered,Pending,230146.46,2026-07-13
815,RET000815,19413,2026-03-20,Late Delivery,Pending,15074.4,2026-07-13
816,RET000816,37794,2025-10-02,Wrong Product Delivered,Pending,74313.92,2026-07-13
817,RET000817,47432,2026-04-26,Customer Changed Mind,Rejected,0.0,2026-07-13
818,RET000818,16857,2026-04-30,Late Delivery,Rejected,0.0,2026-07-13
819,RET000819,22714,2025-10-11,Late Delivery,Rejected,0.0,2026-07-13
820,RET000820,4105,2025-08-24,Wrong Product Delivered,Rejected,0.0,2026-07-13
821,RET000821,21918,2025-09-08,Defective Product,Approved,109400.63,2026-07-13
822,RET000822,19249,2026-04-28,Wrong Product Delivered,Pending,91245.4,2026-07-13
823,RET000823,49020,2026-05-21,Defective Product,Rejected,0.0,2026-07-13
824,RET000824,1969,2026-02-13,Late Delivery,Pending,44929.69,2026-07-13
825,RET000825,41392,2026-01-09,Damaged Product,Pending,19928.23,2026-07-13
826,RET000826,37535,2026-01-24,Late Delivery,Approved,56781.19,2026-07-13
827,RET000827,26741,2026-03-08,Defective Product,Rejected,0.0,2026-07-13
828,RET000828,20434,2026-05-16,Late Delivery,Approved,13066.47,2026-07-13
829,RET000829,6176,2026-03-06,Defective Product,Approved,24494.71,2026-07-13
830,RET000830,25622,2026-02-14,Late Delivery,Pending,131846.58,2026-07-13
831,RET000831,38344,2026-06-01,Late Delivery,Approved,42026.5,2026-07-13
832,RET000832,44409,2026-01-26,Wrong Product Delivered,Pending,17910.31,2026-07-13
833,RET000833,29667,2026-02-26,Damaged Product,Pending,4849.75,2026-07-13
834,RET000834,34820,2025-11-13,Damaged Product,Rejected,0.0,2026-07-13
835,RET000835,20868,2025-11-22,Damaged Product,Approved,178834.35,2026-07-13
836,RET000836,6110,2026-02-01,Damaged Product,Pending,64503.36,2026-07-13
837,RET000837,47270,2025-10-08,Damaged Product,Approved,37274.25,2026-07-13
838,RET000838,14151,2025-11-20,Late Delivery,Rejected,0.0,2026-07-13
839,RET000839,35062,2025-07-12,Customer Changed Mind,Rejected,0.0,2026-07-13
840,RET000840,30434,2025-09-30,Damaged Product,Rejected,0.0,2026-07-13
841,RET000841,27632,2025-07-21,Defective Product,Rejected,0.0,2026-07-13
842,RET000842,8108,2025-08-22,Customer Changed Mind,Approved,12624.61,2026-07-13
843,RET000843,47942,2025-12-29,Customer Changed Mind,Approved,48387.93,2026-07-13
844,RET000844,47582,2026-01-12,Wrong Product Delivered,Approved,81415.41,2026-07-13
845,RET000845,27130,2025-11-03,Wrong Product Delivered,Approved,82304.22,2026-07-13
846,RET000846,12973,2026-02-10,Customer Changed Mind,Rejected,0.0,2026-07-13
847,RET000847,14389,2025-12-08,Damaged Product,Rejected,0.0,2026-07-13
848,RET000848,35471,2026-07-05,Defective Product,Rejected,0.0,2026-07-13
849,RET000849,24717,2026-01-18,Damaged Product,Approved,255215.1,2026-07-13
850,RET000850,11424,2025-10-27,Defective Product,Approved,82430.55,2026-07-13
851,RET000851,133,2026-03-31,Late Delivery,Rejected,0.0,2026-07-13
852,RET000852,45069,2025-09-05,Damaged Product,Approved,264637.95,2026-07-13
853,RET000853,35301,2025-09-14,Customer Changed Mind,Pending,123246.34,2026-07-13
854,RET000854,12980,2026-04-18,Customer Changed Mind,Rejected,0.0,2026-07-13
855,RET000855,17663,2025-07-25,Damaged Product,Rejected,0.0,2026-07-13
856,RET000856,35637,2025-08-27,Damaged Product,Pending,44106.97,2026-07-13
857,RET000857,30248,2025-12-02,Defective Product,Pending,64178.55,2026-07-13
858,RET000858,541,2025-11-03,Damaged Product,Pending,24207.51,2026-07-13
859,RET000859,37224,2025-11-15,Late Delivery,Rejected,0.0,2026-07-13
860,RET000860,47543,2026-06-18,Defective Product,Approved,181472.72,2026-07-13
861,RET000861,38506,2025-07-24,Damaged Product,Approved,910.45,2026-07-13
862,RET000862,39489,2026-05-14,Customer Changed Mind,Rejected,0.0,2026-07-13
863,RET000863,1176,2025-07-31,Damaged Product,Pending,12628.79,2026-07-13
864,RET000864,18177,2025-12-24,Late Delivery,Rejected,0.0,2026-07-13
865,RET000865,34166,2025-08-31,Wrong Product Delivered,Approved,134596.12,2026-07-13
866,RET000866,27968,2026-03-22,Late Delivery,Pending,181353.33,2026-07-13
867,RET000867,37796,2026-01-01,Wrong Product Delivered,Pending,192366.22,2026-07-13
868,RET000868,19988,2025-12-04,Damaged Product,Pending,23297.65,2026-07-13
869,RET000869,45075,2025-08-28,Customer Changed Mind,Pending,10987.92,2026-07-13
870,RET000870,35442,2026-04-16,Late Delivery,Rejected,0.0,2026-07-13
871,RET000871,12284,2025-10-16,Wrong Product Delivered,Pending,1742.11,2026-07-13
872,RET000872,43784,2025-10-22,Late Delivery,Pending,21375.8,2026-07-13
873,RET000873,46307,2026-03-31,Customer Changed Mind,Rejected,0.0,2026-07-13
874,RET000874,11281,2026-06-26,Late Delivery,Rejected,0.0,2026-07-13
875,RET000875,18741,2026-06-04,Wrong Product Delivered,Rejected,0.0,2026-07-13
876,RET000876,573,2025-10-18,Damaged Product,Approved,8700.12,2026-07-13
877,RET000877,21151,2025-12-25,Late Delivery,Rejected,0.0,2026-07-13
878,RET000878,3746,2026-03-24,Damaged Product,Rejected,0.0,2026-07-13
879,RET000879,28509,2026-06-15,Customer Changed Mind,Approved,50344.21,2026-07-13
880,RET000880,23823,2025-09-24,Defective Product,Rejected,0.0,2026-07-13
881,RET000881,10374,2025-12-30,Damaged Product,Approved,123824.6,2026-07-13
882,RET000882,26388,2025-09-09,Defective Product,Pending,16112.92,2026-07-13
883,RET000883,29580,2025-12-25,Customer Changed Mind,Pending,64534.42,2026-07-13
884,RET000884,48537,2025-07-20,Wrong Product Delivered,Approved,195975.47,2026-07-13
885,RET000885,13647,2025-11-01,Customer Changed Mind,Pending,173446.03,2026-07-13
886,RET000886,7926,2026-02-14,Defective Product,Approved,218937.99,2026-07-13
887,RET000887,40667,2025-11-27,Customer Changed Mind,Rejected,0.0,2026-07-13
888,RET000888,20860,2025-11-21,Late Delivery,Pending,9333.85,2026-07-13
889,RET000889,20080,2026-04-20,Defective Product,Rejected,0.0,2026-07-13
890,RET000890,11120,2025-07-25,Defective Product,Pending,212272.74,2026-07-13
891,RET000891,2135,2026-05-20,Customer Changed Mind,Rejected,0.0,2026-07-13
892,RET000892,30104,2025-11-12,Customer Changed Mind,Pending,1050.28,2026-07-13
893,RET000893,13233,2026-03-03,Customer Changed Mind,Pending,12324.87,2026-07-13
894,RET000894,18765,2025-11-06,Wrong Product Delivered,Approved,28456.93,2026-07-13
895,RET000895,31003,2026-05-28,Defective Product,Rejected,0.0,2026-07-13
896,RET000896,34844,2025-09-21,Late Delivery,Approved,18118.5,2026-07-13
897,RET000897,46098,2025-11-27,Wrong Product Delivered,Rejected,0.0,2026-07-13
898,RET000898,6860,2026-05-21,Damaged Product,Pending,128088.52,2026-07-13
899,RET000899,3499,2026-01-23,Damaged Product,Pending,22024.79,2026-07-13
900,RET000900,32239,2025-09-13,Wrong Product Delivered,Rejected,0.0,2026-07-13
901,RET000901,11018,2026-04-01,Damaged Product,Approved,120335.4,2026-07-13
902,RET000902,803,2026-02-09,Late Delivery,Pending,6415.24,2026-07-13
903,RET000903,43817,2025-09-08,Late Delivery,Approved,1209.04,2026-07-13
904,RET000904,18212,2026-01-03,Customer Changed Mind,Approved,5468.97,2026-07-13
905,RET000905,49367,2025-09-02,Late Delivery,Rejected,0.0,2026-07-13
906,RET000906,19454,2025-09-06,Damaged Product,Pending,354677.96,2026-07-13
907,RET000907,25969,2025-10-19,Customer Changed Mind,Pending,27795.49,2026-07-13
908,RET000908,12573,2025-07-27,Customer Changed Mind,Rejected,0.0,2026-07-13
909,RET000909,40127,2026-06-21,Wrong Product Delivered,Approved,30778.19,2026-07-13
910,RET000910,7681,2026-07-07,Customer Changed Mind,Pending,215761.62,2026-07-13
911,RET000911,14067,2025-11-28,Late Delivery,Rejected,0.0,2026-07-13
912,RET000912,5071,2026-04-03,Late Delivery,Approved,200032.27,2026-07-13
913,RET000913,15513,2026-05-24,Customer Changed Mind,Approved,104608.31,2026-07-13
914,RET000914,25314,2025-11-19,Late Delivery,Rejected,0.0,2026-07-13
915,RET000915,45386,2026-03-03,Wrong Product Delivered,Rejected,0.0,2026-07-13
916,RET000916,45780,2026-03-03,Defective Product,Rejected,0.0,2026-07-13
917,RET000917,1871,2025-10-21,Wrong Product Delivered,Pending,775.56,2026-07-13
918,RET000918,25377,2025-11-18,Defective Product,Rejected,0.0,2026-07-13
919,RET000919,10241,2025-09-07,Damaged Product,Rejected,0.0,2026-07-13
920,RET000920,15231,2025-12-08,Defective Product,Approved,40577.25,2026-07-13
921,RET000921,36056,2026-06-13,Defective Product,Approved,25557.01,2026-07-13
922,RET000922,15643,2025-11-01,Defective Product,Pending,207059.83,2026-07-13
923,RET000923,45364,2025-10-06,Damaged Product,Pending,39041.23,2026-07-13
924,RET000924,6143,2026-04-01,Customer Changed Mind,Pending,21424.76,2026-07-13
925,RET000925,14622,2026-06-22,Wrong Product Delivered,Rejected,0.0,2026-07-13
926,RET000926,32465,2026-01-19,Damaged Product,Pending,16134.33,2026-07-13
927,RET000927,13413,2026-03-07,Late Delivery,Rejected,0.0,2026-07-13
928,RET000928,11489,2026-07-09,Defective Product,Approved,31516.36,2026-07-13
929,RET000929,7092,2026-04-03,Wrong Product Delivered,Rejected,0.0,2026-07-13
930,RET000930,44502,2026-03-16,Defective Product,Pending,341753.34,2026-07-13
931,RET000931,21023,2026-06-05,Damaged Product,Rejected,0.0,2026-07-13
932,RET000932,30174,2026-05-27,Defective Product,Approved,34484.28,2026-07-13
933,RET000933,40172,2026-06-28,Late Delivery,Approved,183874.52,2026-07-13
934,RET000934,33277,2026-03-06,Late Delivery,Pending,53236.83,2026-07-13
935,RET000935,18164,2026-04-27,Late Delivery,Pending,45438.64,2026-07-13
936,RET000936,31647,2025-07-25,Defective Product,Pending,96934.69,2026-07-13
937,RET000937,28243,2026-02-10,Damaged Product,Rejected,0.0,2026-07-13
938,RET000938,11068,2026-06-06,Customer Changed Mind,Pending,235377.74,2026-07-13
939,RET000939,42,2025-10-02,Late Delivery,Rejected,0.0,2026-07-13
940,RET000940,3025,2026-02-03,Damaged Product,Approved,1270.49,2026-07-13
941,RET000941,39782,2025-10-03,Late Delivery,Approved,491725.29,2026-07-13
942,RET000942,1316,2025-09-22,Damaged Product,Pending,349089.63,2026-07-13
943,RET000943,2424,2026-03-15,Damaged Product,Rejected,0.0,2026-07-13
944,RET000944,38618,2025-08-31,Damaged Product,Rejected,0.0,2026-07-13
945,RET000945,23333,2026-02-26,Wrong Product Delivered,Rejected,0.0,2026-07-13
946,RET000946,26825,2026-04-07,Late Delivery,Rejected,0.0,2026-07-13
947,RET000947,38588,2025-08-01,Late Delivery,Rejected,0.0,2026-07-13
948,RET000948,46634,2026-05-07,Defective Product,Pending,335725.51,2026-07-13
949,RET000949,12941,2026-04-23,Late Delivery,Rejected,0.0,2026-07-13
950,RET000950,20229,2026-01-22,Customer Changed Mind,Pending,231712.07,2026-07-13
951,RET000951,21437,2026-02-28,Wrong Product Delivered,Pending,19210.34,2026-07-13
952,RET000952,6016,2026-06-26,Wrong Product Delivered,Approved,6337.52,2026-07-13
953,RET000953,27092,2026-03-07,Damaged Product,Pending,147782.57,2026-07-13
954,RET000954,15876,2025-11-16,Wrong Product Delivered,Pending,13828.03,2026-07-13
955,RET000955,33058,2026-04-16,Wrong Product Delivered,Pending,85186.41,2026-07-13
956,RET000956,44448,2026-02-12,Customer Changed Mind,Pending,6381.61,2026-07-13
957,RET000957,47447,2026-02-02,Customer Changed Mind,Rejected,0.0,2026-07-13
958,RET000958,11921,2025-07-12,Damaged Product,Approved,11502.34,2026-07-13
959,RET000959,41081,2026-03-02,Defective Product,Rejected,0.0,2026-07-13
960,RET000960,8933,2026-04-10,Wrong Product Delivered,Approved,57404.56,2026-07-13
961,RET000961,23750,2025-10-18,Defective Product,Pending,132347.91,2026-07-13
962,RET000962,38567,2026-04-09,Wrong Product Delivered,Pending,19260.63,2026-07-13
963,RET000963,23248,2026-05-06,Customer Changed Mind,Rejected,0.0,2026-07-13
964,RET000964,17046,2026-01-21,Defective Product,Pending,97232.4,2026-07-13
965,RET000965,23607,2025-09-12,Customer Changed Mind,Pending,56521.71,2026-07-13
966,RET000966,35666,2026-03-16,Customer Changed Mind,Rejected,0.0,2026-07-13
967,RET000967,9687,2025-09-07,Late Delivery,Approved,22452.5,2026-07-13
968,RET000968,41220,2025-09-26,Late Delivery,Pending,121001.03,2026-07-13
969,RET000969,41003,2025-08-18,Defective Product,Approved,40882.87,2026-07-13
970,RET000970,27503,2026-03-05,Late Delivery,Rejected,0.0,2026-07-13
971,RET000971,36265,2025-07-21,Customer Changed Mind,Approved,75250.39,2026-07-13
972,RET000972,9969,2026-06-04,Customer Changed Mind,Pending,383780.65,2026-07-13
973,RET000973,37269,2026-04-25,Late Delivery,Rejected,0.0,2026-07-13
974,RET000974,25740,2025-08-24,Wrong Product Delivered,Rejected,0.0,2026-07-13
975,RET000975,37978,2026-01-18,Defective Product,Rejected,0.0,2026-07-13
976,RET000976,45899,2025-08-13,Defective Product,Rejected,0.0,2026-07-13
977,RET000977,37792,2025-12-23,Wrong Product Delivered,Approved,293090.1,2026-07-13
978,RET000978,41789,2026-05-10,Customer Changed Mind,Rejected,0.0,2026-07-13
979,RET000979,46057,2026-04-20,Wrong Product Delivered,Approved,43967.37,2026-07-13
980,RET000980,27205,2026-04-24,Late Delivery,Approved,3797.98,2026-07-13
981,RET000981,9366,2025-07-15,Damaged Product,Rejected,0.0,2026-07-13
982,RET000982,8358,2025-10-24,Late Delivery,Rejected,0.0,2026-07-13
983,RET000983,1882,2025-07-28,Damaged Product,Rejected,0.0,2026-07-13
984,RET000984,30842,2026-07-05,Wrong Product Delivered,Pending,298885.88,2026-07-13
985,RET000985,40282,2026-05-10,Defective Product,Rejected,0.0,2026-07-13
986,RET000986,45354,2025-07-13,Wrong Product Delivered,Approved,197172.92,2026-07-13
987,RET000987,43940,2025-08-23,Late Delivery,Pending,262730.02,2026-07-13
988,RET000988,8064,2026-03-25,Customer Changed Mind,Pending,68581.75,2026-07-13
989,RET000989,31922,2026-03-03,Wrong Product Delivered,Pending,59360.05,2026-07-13
990,RET000990,12250,2026-04-10,Customer Changed Mind,Rejected,0.0,2026-07-13
991,RET000991,29549,2026-04-12,Defective Product,Pending,538162.05,2026-07-13
992,RET000992,43938,2025-10-07,Customer Changed Mind,Approved,308383.74,2026-07-13
993,RET000993,18948,2026-05-13,Defective Product,Approved,69318.41,2026-07-13
994,RET000994,1811,2026-01-27,Damaged Product,Rejected,0.0,2026-07-13
995,RET000995,27966,2026-04-14,Defective Product,Rejected,0.0,2026-07-13
996,RET000996,17117,2025-12-05,Damaged Product,Rejected,0.0,2026-07-13
997,RET000997,9384,2026-05-16,Defective Product,Approved,40800.59,2026-07-13
998,RET000998,22362,2025-08-18,Defective Product,Pending,87639.62,2026-07-13
999,RET000999,39307,2026-02-12,Late Delivery,Pending,63082.33,2026-07-13
1000,RET001000,25666,2025-08-14,Damaged Product,Approved,229377.93,2026-07-13
1001,RET001001,15174,2026-06-20,Late Delivery,Rejected,0.0,2026-07-13
1002,RET001002,26871,2026-06-16,Customer Changed Mind,Rejected,0.0,2026-07-13
1003,RET001003,13939,2026-06-17,Late Delivery,Rejected,0.0,2026-07-13
1004,RET001004,36740,2026-05-12,Damaged Product,Pending,10045.64,2026-07-13
1005,RET001005,7887,2025-12-13,Wrong Product Delivered,Approved,9002.64,2026-07-13
1006,RET001006,47450,2025-09-09,Customer Changed Mind,Approved,24657.08,2026-07-13
1007,RET001007,47440,2026-03-19,Wrong Product Delivered,Pending,6808.5,2026-07-13
1008,RET001008,13340,2026-06-26,Wrong Product Delivered,Approved,49943.12,2026-07-13
1009,RET001009,15678,2025-09-30,Wrong Product Delivered,Approved,96695.31,2026-07-13
1010,RET001010,16190,2025-10-06,Late Delivery,Rejected,0.0,2026-07-13
1011,RET001011,5565,2025-08-13,Late Delivery,Rejected,0.0,2026-07-13
1012,RET001012,36493,2026-04-02,Damaged Product,Rejected,0.0,2026-07-13
1013,RET001013,19917,2025-08-19,Late Delivery,Pending,85406.51,2026-07-13
1014,RET001014,31146,2025-08-07,Wrong Product Delivered,Rejected,0.0,2026-07-13
1015,RET001015,19846,2025-09-01,Late Delivery,Approved,34646.73,2026-07-13
1016,RET001016,45270,2025-11-06,Late Delivery,Approved,11918.99,2026-07-13
1017,RET001017,13048,2025-11-01,Damaged Product,Rejected,0.0,2026-07-13
1018,RET001018,26792,2025-09-03,Late Delivery,Pending,222991.01,2026-07-13
1019,RET001019,2860,2025-07-31,Wrong Product Delivered,Pending,548665.51,2026-07-13
1020,RET001020,37745,2025-12-01,Damaged Product,Pending,200558.5,2026-07-13
1021,RET001021,4006,2026-03-27,Damaged Product,Rejected,0.0,2026-07-13
1022,RET001022,3441,2026-04-02,Late Delivery,Approved,7078.62,2026-07-13
1023,RET001023,9692,2025-08-13,Damaged Product,Pending,114499.1,2026-07-13
1024,RET001024,42465,2025-09-13,Customer Changed Mind,Approved,201599.64,2026-07-13
1025,RET001025,17672,2026-06-21,Late Delivery,Approved,111608.21,2026-07-13
1026,RET001026,26419,2025-12-20,Wrong Product Delivered,Pending,3949.62,2026-07-13
1027,RET001027,10636,2025-09-14,Damaged Product,Rejected,0.0,2026-07-13
1028,RET001028,48774,2025-08-15,Damaged Product,Rejected,0.0,2026-07-13
1029,RET001029,38671,2025-10-11,Defective Product,Pending,166746.31,2026-07-13
1030,RET001030,12606,2025-11-30,Late Delivery,Pending,58585.76,2026-07-13
1031,RET001031,13255,2025-09-14,Damaged Product,Approved,1278.21,2026-07-13
1032,RET001032,48568,2026-01-08,Damaged Product,Approved,60640.22,2026-07-13
1033,RET001033,32928,2025-09-13,Defective Product,Rejected,0.0,2026-07-13
1034,RET001034,4366,2025-08-21,Wrong Product Delivered,Approved,55871.06,2026-07-13
1035,RET001035,28846,2026-06-06,Customer Changed Mind,Rejected,0.0,2026-07-13
1036,RET001036,6222,2026-04-09,Late Delivery,Pending,220609.78,2026-07-13
1037,RET001037,39252,2025-12-06,Defective Product,Pending,53441.81,2026-07-13
1038,RET001038,25443,2025-11-09,Customer Changed Mind,Rejected,0.0,2026-07-13
1039,RET001039,17730,2025-11-03,Damaged Product,Rejected,0.0,2026-07-13
1040,RET001040,9215,2026-06-11,Damaged Product,Pending,40350.68,2026-07-13
1041,RET001041,32935,2025-08-02,Customer Changed Mind,Rejected,0.0,2026-07-13
1042,RET001042,21899,2025-12-04,Customer Changed Mind,Rejected,0.0,2026-07-13
1043,RET001043,16300,2025-11-21,Wrong Product Delivered,Rejected,0.0,2026-07-13
1044,RET001044,7450,2026-05-24,Damaged Product,Rejected,0.0,2026-07-13
1045,RET001045,10168,2026-06-19,Wrong Product Delivered,Rejected,0.0,2026-07-13
1046,RET001046,25748,2026-06-25,Damaged Product,Rejected,0.0,2026-07-13
1047,RET001047,29921,2025-08-14,Wrong Product Delivered,Rejected,0.0,2026-07-13
1048,RET001048,7758,2026-02-18,Late Delivery,Approved,23312.87,2026-07-13
1049,RET001049,711,2025-10-16,Late Delivery,Rejected,0.0,2026-07-13
1050,RET001050,13637,2026-03-10,Customer Changed Mind,Pending,46158.88,2026-07-13
1051,RET001051,30625,2025-09-28,Defective Product,Rejected,0.0,2026-07-13
1052,RET001052,32879,2026-02-28,Late Delivery,Pending,59820.48,2026-07-13
1053,RET001053,16205,2026-05-01,Wrong Product Delivered,Approved,29783.05,2026-07-13
1054,RET001054,26040,2026-01-26,Damaged Product,Rejected,0.0,2026-07-13
1055,RET001055,41942,2025-11-22,Wrong Product Delivered,Approved,36137.03,2026-07-13
1056,RET001056,4716,2026-01-02,Late Delivery,Pending,31831.89,2026-07-13
1057,RET001057,22261,2025-12-03,Wrong Product Delivered,Rejected,0.0,2026-07-13
1058,RET001058,10514,2026-02-28,Late Delivery,Rejected,0.0,2026-07-13
1059,RET001059,3478,2025-08-14,Late Delivery,Approved,351899.32,2026-07-13
1060,RET001060,26108,2026-03-24,Customer Changed Mind,Approved,30822.57,2026-07-13
1061,RET001061,21590,2025-07-13,Defective Product,Approved,56718.31,2026-07-13
1062,RET001062,29843,2025-08-19,Customer Changed Mind,Rejected,0.0,2026-07-13
1063,RET001063,21415,2026-03-29,Wrong Product Delivered,Approved,81003.62,2026-07-13
1064,RET001064,28703,2025-12-18,Customer Changed Mind,Pending,32612.23,2026-07-13
1065,RET001065,11323,2025-12-29,Defective Product,Approved,71466.52,2026-07-13
1066,RET001066,8765,2026-04-03,Customer Changed Mind,Rejected,0.0,2026-07-13
1067,RET001067,41394,2026-06-01,Customer Changed Mind,Pending,212331.49,2026-07-13
1068,RET001068,849,2026-04-18,Defective Product,Pending,131738.43,2026-07-13
1069,RET001069,42218,2026-01-11,Wrong Product Delivered,Approved,40914.46,2026-07-13
1070,RET001070,10260,2026-06-30,Defective Product,Approved,27249.08,2026-07-13
1071,RET001071,30511,2025-12-10,Customer Changed Mind,Approved,288124.02,2026-07-13
1072,RET001072,31452,2025-10-25,Defective Product,Pending,997.82,2026-07-13
1073,RET001073,8227,2025-10-31,Defective Product,Approved,20093.18,2026-07-13
1074,RET001074,5953,2026-06-26,Defective Product,Approved,88963.95,2026-07-13
1075,RET001075,47267,2025-08-02,Damaged Product,Rejected,0.0,2026-07-13
1076,RET001076,47425,2026-04-18,Wrong Product Delivered,Rejected,0.0,2026-07-13
1077,RET001077,3253,2026-05-20,Defective Product,Pending,238454.57,2026-07-13
1078,RET001078,26978,2025-07-27,Damaged Product,Pending,72284.83,2026-07-13
1079,RET001079,42173,2025-08-16,Late Delivery,Rejected,0.0,2026-07-13
1080,RET001080,19139,2025-08-20,Defective Product,Approved,19469.44,2026-07-13
1081,RET001081,39308,2026-03-30,Wrong Product Delivered,Approved,31718.36,2026-07-13
1082,RET001082,3858,2026-06-16,Defective Product,Rejected,0.0,2026-07-13
1083,RET001083,48379,2026-06-02,Wrong Product Delivered,Approved,64164.69,2026-07-13
1084,RET001084,3436,2025-12-17,Late Delivery,Approved,14606.88,2026-07-13
1085,RET001085,17558,2025-10-13,Damaged Product,Pending,63977.21,2026-07-13
1086,RET001086,40670,2026-06-15,Late Delivery,Pending,302099.04,2026-07-13
1087,RET001087,17715,2026-04-02,Late Delivery,Pending,28932.05,2026-07-13
1088,RET001088,37147,2025-07-15,Damaged Product,Pending,142484.67,2026-07-13
1089,RET001089,33739,2025-09-10,Late Delivery,Approved,60810.52,2026-07-13
1090,RET001090,24787,2025-11-23,Late Delivery,Approved,86861.38,2026-07-13
1091,RET001091,28761,2025-11-05,Damaged Product,Rejected,0.0,2026-07-13
1092,RET001092,27353,2026-05-08,Damaged Product,Approved,14409.23,2026-07-13
1093,RET001093,38202,2025-08-27,Defective Product,Pending,46235.21,2026-07-13
1094,RET001094,16733,2025-11-23,Late Delivery,Rejected,0.0,2026-07-13
1095,RET001095,16047,2026-01-08,Wrong Product Delivered,Approved,46229.87,2026-07-13
1096,RET001096,31137,2026-04-14,Late Delivery,Approved,36584.98,2026-07-13
1097,RET001097,18182,2025-07-15,Defective Product,Pending,36871.63,2026-07-13
1098,RET001098,24713,2025-09-16,Late Delivery,Approved,157144.08,2026-07-13
1099,RET001099,46494,2025-08-15,Wrong Product Delivered,Approved,116306.35,2026-07-13
1100,RET001100,41229,2025-08-08,Wrong Product Delivered,Rejected,0.0,2026-07-13
1101,RET001101,40771,2026-02-16,Wrong Product Delivered,Rejected,0.0,2026-07-13
1102,RET001102,6769,2025-09-20,Customer Changed Mind,Approved,66877.54,2026-07-13
1103,RET001103,31543,2025-08-12,Customer Changed Mind,Pending,29159.83,2026-07-13
1104,RET001104,17283,2026-06-17,Defective Product,Rejected,0.0,2026-07-13
1105,RET001105,215,2026-01-07,Defective Product,Pending,205423.73,2026-07-13
1106,RET001106,14064,2025-10-24,Damaged Product,Pending,55841.61,2026-07-13
